hostname,pl_name,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_radeerr1,pl_radeerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmassprov,pl_dens,pl_insol,st_mass,st_teff,discoverymethod
"BD-11 4672","BD-11 4672 c",2,74.20000000000,0.3000000000,4.04000000,,,15.37000000,2.97000000,-2.81000000,"Msini",1.280000,1.7444,0.651000,4550.00,"Radial Velocity"
"HD 110014","HD 110014 b",1,835.47700000000,2.1400000000,12.40000000,,,3524.59000000,317.82000000,-317.82000000,"Msini",10.200000,43.9799,2.170000,4445.00,"Radial Velocity"
"Kepler-236","Kepler-236 b",2,8.29561100000,0.0650000000,1.57000000,0.12000000,-0.12000000,3.09000000,,,"M-R relationship",4.390000,15.6320,0.596005,3750.00,"Transit"
"Kepler-1656","Kepler-1656 c",2,1919.00000000000,3.0530000000,14.00000000,,,126.40000000,28.90000000,-28.90000000,"Mass",0.253000,0.1126,1.030000,5569.00,"Radial Velocity"
"Kepler-1641","Kepler-1641 c",2,32.65721200000,0.2065000000,2.95000000,0.98000000,-0.49000000,9.01000000,,,"M-R relationship",1.930000,42.1450,1.120000,6152.00,"Transit"
"HD 89744","HD 89744 b",1,256.78000000000,0.9170000000,12.60000000,,,2653.88050000,57.20940000,-57.20940000,"Msini",7.290000,7.4311,1.860000,6291.00,"Radial Velocity"
"K2-161","K2-161 b",1,9.28318800000,,6.11721229,1.63323815,-0.78261667,31.10000000,,,"M-R relationship",0.747000,,0.986876,4972.00,"Transit"
"HD 169830","HD 169830 c",2,1818.82339000000,3.0750000000,12.60000000,,,2437.42605328,615.63362436,-875.61726129,"Mass",6.700000,0.4856,1.170000,6300.00,"Radial Velocity"
"Kepler-1453","Kepler-1453 b",1,47.16116960000,0.2620000000,2.67000000,0.44000000,-0.21000000,7.61000000,,,"M-R relationship",2.200000,11.8890,0.970000,5665.00,"Transit"
"Kepler-1929","Kepler-1929 b",1,59.36249924000,0.3088300000,3.07250761,,,9.65000000,,,"M-R relationship",1.830000,37.2000,1.006000,5786.00,"Transit"
"HD 118203","HD 118203 c",2,5103.00000000000,6.2800000000,12.40000000,,,3747.19691853,219.30160083,-200.23189641,"Mass",10.800000,0.1122,1.270000,5742.00,"Radial Velocity"
"KOI-142","Kepler-88 d",3,1403.00000000000,2.4663298660,13.10000000,,,965.14699656,44.00670243,-44.00670243,"Msin(i)/sin(i)",2.360000,0.1124,0.990000,5466.00,"Radial Velocity"
"TOI-3877","TOI-3877 b",1,4.12359600000,0.0529000000,11.67975789,0.49319515,-0.48198617,99.79811980,21.93016008,-21.29450327,"Mass",0.342000,729.0000,1.160000,5731.00,"Transit"
"Kepler-597","Kepler-597 b",1,13.02365861000,0.1091600000,2.37000000,0.33000000,-0.13000000,6.21000000,,,"M-R relationship",2.560000,76.3750,0.970000,5683.00,"Transit"
"Kepler-120","Kepler-120 c",2,12.79458500000,0.0880000000,1.53000000,0.09000000,-0.09000000,2.96000000,,,"M-R relationship",4.540000,16.6250,0.654000,4096.00,"Transit"
"Kepler-317","Kepler-317 c",2,8.77501000000,0.0830000000,1.72000000,0.79000000,-0.79000000,3.61000000,,,"M-R relationship",3.900000,81.7610,0.865000,5497.00,"Transit"
"Kepler-1330","Kepler-1330 b",1,10.10769068000,0.0889000000,1.65000000,0.40000000,-0.13000000,3.36000000,,,"M-R relationship",4.110000,322.3990,0.970000,5608.00,"Transit"
"Kepler-497","Kepler-497 b",1,3.57320367100,0.0457000000,6.04000000,1.58000000,-0.66000000,30.40000000,,,"M-R relationship",0.758000,1129.2720,1.090000,5834.00,"Transit"
"TOI-1439","TOI-1439 b",1,27.64400000000,0.1920000000,4.24278610,0.23014642,-0.16769357,38.50000000,5.70000000,-5.60000000,"Mass",2.760000,68.4355,1.231300,5841.00,"Transit"
"V0391 Peg","V0391 Peg b",1,1170.00000000000,1.7000000000,13.10000000,,,1017.05600000,222.48100000,-222.48100000,"Msini",2.490000,9.3750,0.500000,29300.00,"Pulsation Timing Variations"
"TOI-2449","TOI-2449 b",1,106.14468000000,0.4500000000,11.24000000,0.10000000,-0.10000000,222.00000000,13.00000000,-13.00000000,"Mass",0.859000,362.6420,1.079000,6021.00,"Transit"
"Kepler-501","Kepler-501 c",2,3.62276005700,0.0467000000,1.68119739,,,3.47000000,,,"M-R relationship",4.010000,683.8400,1.032000,5794.00,"Transit"
"Kepler-728","Kepler-728 b",1,5.74347726500,0.0625000000,3.34000000,0.45000000,-0.26000000,11.10000000,,,"M-R relationship",1.640000,484.5100,0.950000,5660.00,"Transit"
"Kepler-204","Kepler-204 c",2,25.66059300000,0.1730000000,1.79000000,0.39000000,-0.39000000,3.86000000,,,"M-R relationship",3.700000,36.8860,1.038000,5812.00,"Transit"
"TOI-1782","TOI-1782.01",2,4.98764102800,0.0502400000,2.36800000,0.30700000,-0.24400000,6.20000000,,,"M-R relationship",2.570000,56.2500,0.680000,4336.00,"Transit"
"Kepler-553","Kepler-553 b",2,4.03046700000,0.0476600000,4.74139884,0.17934369,-0.12329879,116.00736855,,,"Mass",,235.0000,0.889000,5191.00,"Transit"
"Kepler-282","Kepler-282 b",4,9.22052400000,0.0820000000,1.01000000,0.25000000,-0.25000000,1.01000000,,,"M-R relationship",5.390000,195.9350,0.860000,5602.00,"Transit"
"Kepler-1468","Kepler-1468 b",3,8.23984869000,0.0817000000,1.73000000,0.41000000,-0.19000000,3.64000000,,,"M-R relationship",3.860000,481.3520,1.040000,5893.00,"Transit"
"Kepler-42","Kepler-42 b",3,1.21376720000,0.0116000000,0.78000000,0.22000000,-0.22000000,0.70594400,,,"Mass",0.150000,22.3880,0.130000,3068.00,"Transit"
"Kepler-1322","Kepler-1322 b",2,0.96286738200,0.0183000000,1.61000000,0.20000000,-0.13000000,3.22000000,,,"M-R relationship",4.240000,2651.4240,0.900000,5488.00,"Transit"
"Wendelstein-2","Wendelstein-2 b",1,1.75222390000,0.0234000000,12.99347280,0.22866360,-0.23538900,232.33373000,171.94603000,-98.84513000,"Mass",0.620000,282.3101,0.730000,4591.00,"Transit"
"HD 142","HD 142 A d",3,108.45299000000,0.4740000000,10.90000000,,,82.63538582,10.17050902,-11.44182265,"Msini",0.351000,13.2625,1.210000,6245.00,"Radial Velocity"
"KOI-2513","KOI-2513.01",1,19.00547000000,0.5000000000,2.80224517,22.41796140,-0.56044903,7310.05336100,635.65681400,-635.65681400,"Mass",2000.000000,78.1900,0.910000,5900.00,"Transit"
"GJ 3779","GJ 3779 b",1,3.02320000000,0.0260000000,2.75000000,,,8.00000000,0.50000000,-0.50000000,"Msini",2.110000,12.8254,0.270000,3324.00,"Radial Velocity"
"GJ 581","GJ 581 c",3,12.92110000000,0.0718000000,2.50000000,,,6.81000000,0.21000000,-1.16000000,"Mass",2.390000,2.3985,0.295000,3500.00,"Radial Velocity"
"TOI-1203","TOI-1203 b",4,4.15728880000,0.0486900000,1.52000000,0.04500000,-0.04600000,3.51000000,0.33000000,-0.32000000,"Mass",5.480000,572.2000,0.886000,5737.00,"Radial Velocity"
"K2-13","K2-13 b",1,39.91488000000,0.2114000000,1.89000000,0.95000000,-0.95000000,4.23000000,,,"M-R relationship",3.440000,22.8000,0.800000,5698.00,"Transit"
"Kepler-359","Kepler-359 c",3,57.68802000000,0.3070000000,4.30000000,2.00000000,-2.00000000,2.90000000,2.40000000,-1.90000000,"Mass",0.100000,8.1000,0.827000,6248.00,"Transit"
"Kepler-1818","Kepler-1818 b",1,4.64490985900,0.0550000000,1.71360684,,,3.58000000,,,"M-R relationship",3.910000,504.2300,1.021000,6047.00,"Transit"
"Kepler-1724","Kepler-1724 b",1,6.45442009000,0.0683000000,2.83677238,,,8.43000000,,,"M-R relationship",2.030000,234.9800,1.016000,6092.00,"Transit"
"TOI-220","TOI-220 b",1,10.69526400000,0.0891100000,3.03000000,0.15000000,-0.15000000,13.80000000,1.00000000,-1.00000000,"Mass",2.730000,137.7252,0.825000,5298.00,"Transit"
"iot Dra","iot Dra c",2,25000.00000000000,19.4000000000,12.20000000,,,4958.12314920,4449.59769800,-1620.92487570,"Msini",15.000000,0.1402,1.540000,4504.00,"Radial Velocity"
"rho CrB","rho CrB c",3,102.03600000000,0.4206000000,5.68000000,,,27.44200000,0.70900000,-0.70900000,"Msini",0.823000,9.8500,1.000000,5817.00,"Radial Velocity"
"Kepler-543","Kepler-543 b",1,13.89961966000,0.1023000000,2.50000000,0.12000000,-0.26000000,6.80000000,,,"M-R relationship",2.390000,23.0810,0.700000,4671.00,"Transit"
"Gaia-5","Gaia-5 b",1,358.62000000000,,12.10000000,,,6633.07885409,168.44905571,-165.27077164,"Mass",20.600000,,0.339000,3447.00,"Astrometry"
"WASP-117","WASP-117 b",1,10.02165000000,0.0945900000,11.88154000,0.78463000,-0.78463000,95.34900000,15.89150000,-15.89150000,"Mass",0.344500,706.3929,1.290000,6040.00,"Transit"
"Kepler-1180","Kepler-1180 b",1,16.86012860000,0.1246000000,1.99000000,0.55000000,-0.27000000,4.62000000,,,"M-R relationship",3.220000,175.8550,1.090000,6077.00,"Transit"
"Kepler-770","Kepler-770 b",3,18.92540274000,0.1694000000,2.30000000,0.32000000,-0.17000000,5.90000000,,,"M-R relationship",2.660000,27.7360,0.940000,5598.00,"Transit"
"Kepler-258","Kepler-258 b",2,13.19722000000,0.1030000000,4.06000000,2.71000000,-2.71000000,15.50000000,,,"M-R relationship",1.270000,27.7910,0.820000,4942.00,"Transit"
"HD 207832","HD 207832 c",2,1155.70000000000,2.1120000000,14.00000000,,,232.01590000,57.20940000,-15.89150000,"Msini",0.465000,0.1732,0.940000,5710.00,"Radial Velocity"
"Kepler-1809","Kepler-1809 b",1,3.75729990000,0.0444400000,1.51300000,,,2.90000000,,,"M-R relationship",4.600000,158.2000,0.807000,4901.00,"Transit"
"K2-249","K2-249 b",1,12.40900000000,0.1151000000,2.79000000,0.27000000,-0.22000000,8.20000000,,,"M-R relationship",2.070000,163.7274,1.320000,6504.00,"Transit"
"Kepler-612","Kepler-612 b",1,3.72215641300,0.0452000000,2.84000000,0.66000000,-0.27000000,8.45000000,,,"M-R relationship",2.030000,997.0890,0.980000,5693.00,"Transit"
"WASP-74","WASP-74 b",1,2.13775000000,0.0344300000,15.24424000,1.12090000,-1.12090000,228.83760000,38.13960000,-38.13960000,"Mass",0.369700,531.1590,0.980000,5990.00,"Transit"
"Kepler-142","Kepler-142 d",3,41.80911800000,0.2420000000,2.16000000,0.47000000,-0.47000000,5.31000000,,,"M-R relationship",2.900000,22.0720,0.978000,5790.00,"Transit"
"HD 188641","HD 188641 b",1,14583.81038000000,12.0270000000,11.90000000,,,9333.03117155,1901.88518749,-1179.77904678,"Mass",30.400000,0.0285,1.070000,5897.32,"Radial Velocity"
"Kepler-1640","Kepler-1640 b",1,7.58441260000,0.0836000000,4.82000000,2.48000000,-0.80000000,20.70000000,,,"M-R relationship",1.020000,537.4000,1.270000,6324.00,"Transit"
"K2-80","K2-80 d",3,28.86725300000,,2.55211506,0.27629060,-0.13953552,7.04000000,,,"M-R relationship",2.330000,,0.913111,5377.00,"Transit"
"TOI-799","TOI-799 b",1,5.54519139676,,2.06631784,0.30545179,-0.22030926,4.92000000,,,"M-R relationship",3.060000,199.6326,1.000000,5662.81,"Transit"
"WASP-153","WASP-153 b",1,3.33260900000,0.0480000000,17.37395000,1.12090000,-0.89672000,123.95370000,6.35660000,-6.35660000,"Mass",0.150000,1400.0000,1.336000,5914.00,"Transit"
"Kepler-1376","Kepler-1376 b",1,5.30880656000,0.0598000000,1.05000000,0.21000000,-0.09000000,1.16000000,,,"M-R relationship",5.510000,278.9020,0.980000,5659.00,"Transit"
"Kepler-1837","Kepler-1837 b",1,5.90608978300,0.0650000000,2.06673842,,,4.92000000,,,"M-R relationship",3.060000,247.8300,1.049000,5966.00,"Transit"
"Kepler-1426","Kepler-1426 b",1,14.25632270000,0.1187000000,1.56000000,0.33000000,-0.17000000,3.05000000,,,"M-R relationship",4.410000,95.2200,1.020000,5831.00,"Transit"
"TOI-3288","TOI-3288 b",1,1.43386470000,0.0228500000,12.24020692,0.36989636,-0.36989636,536.17652261,36.23243840,-34.64329636,"Mass",1.600000,213.8000,0.643000,4072.00,"Transit"
"TIC 356227008","TIC 356227008 b",1,2.96147448702,,2.39024009,0.34361461,-0.27903346,6.30000000,,,"M-R relationship",2.540000,,1.020000,5731.86,"Transit"
"Kepler-1716","Kepler-1716 b",1,35.58100128000,0.1883600000,2.42476850,,,6.46000000,,,"M-R relationship",2.490000,6.3000,0.753000,4894.00,"Transit"
"Kepler-117","Kepler-117 c",2,50.79039100000,0.2804000000,12.34100000,0.39200000,-0.39200000,584.78000000,57.21000000,-57.21000000,"Mass",1.740000,41.8630,1.129000,6150.00,"Transit"
"Kepler-1906","Kepler-1906 b",1,7.36268997200,0.0738000000,2.77615754,,,8.13000000,,,"M-R relationship",2.090000,155.7200,0.987000,5868.00,"Transit"
"Kepler-1141","Kepler-1141 b",1,2.34451194400,0.0349600000,0.82000000,0.12000000,-0.08000000,0.47700000,,,"M-R relationship",4.750000,1146.9530,1.010000,5791.00,"Transit"
"TOI-1203","TOI-1203.01",4,25.50267200000,0.1632000000,2.91800000,0.04600000,-0.04500000,7.39000000,0.62000000,-0.62000000,"Mass",1.630000,51.0000,0.886000,5737.00,"Transit"
"KOI-7892","KIC 8540376 b",3,31.80990000000,,4.10000000,2.20000000,-1.90000000,15.80000000,,,"M-R relationship",1.260000,,1.040000,6474.00,"Transit"
"TrES-2","TrES-2 b",1,2.47063000000,0.0356800000,15.24424000,0.89672000,-0.89672000,473.56670000,69.92260000,-69.92260000,"Mass",0.884000,903.8640,1.360000,5850.00,"Transit"
"TOI-1824","TOI-1824 b",1,22.80853300000,0.1510000000,2.74382690,0.08672208,-0.07211466,16.00000000,2.60000000,-2.60000000,"Mass",4.240000,14.6287,0.880100,5165.00,"Transit"
"TOI-942","TOI-942 b",2,4.32421000000,0.0486600000,3.89000000,0.25000000,-0.23000000,16.00000000,,,"Mass",,261.8580,0.822000,4969.00,"Transit"
"Kepler-770","Kepler-770 c",3,1.47532231400,0.0309000000,1.20000000,0.19000000,-0.10000000,1.87000000,,,"M-R relationship",5.950000,833.5880,0.940000,5598.00,"Transit"
"TIC 188624430","TIC 188624430 b",1,6.21860433132,,3.64811843,0.28823300,-0.26656820,12.90000000,,,"M-R relationship",1.460000,,0.929000,5369.46,"Transit"
"HD 206255","HD 206255 b",1,96.04500000000,0.4610000000,6.47000000,,,34.20000000,7.10000000,-7.10000000,"Msini",0.694000,21.0939,1.420000,5635.00,"Radial Velocity"
"Kepler-464","Kepler-464 b",1,7.25696522400,0.0793100000,3.30000000,0.16000000,-0.13000000,10.90000000,,,"M-R relationship",1.670000,495.0050,1.210000,5933.00,"Transit"
"HD 1461","HD 1461 c",2,13.50520000000,0.1117000000,2.23000000,,,5.59000000,0.73000000,-0.73000000,"Msini",2.770000,99.8365,1.020000,5765.00,"Radial Velocity"
"Kepler-380","Kepler-380 b",2,3.93082100000,0.0500000000,1.19000000,0.24000000,-0.24000000,1.81000000,,,"M-R relationship",5.900000,808.0930,0.990000,6045.00,"Transit"
"Kepler-201","Kepler-201 b",2,25.67208300000,0.1750000000,2.46000000,0.48000000,-0.48000000,6.62000000,,,"M-R relationship",2.440000,64.5490,1.098000,6065.00,"Transit"
"Kepler-423","Kepler-423 b",1,2.68432850000,0.0358500000,13.36100000,0.58300000,-0.58300000,189.10100000,25.74300000,-25.74300000,"Mass",0.459000,649.1480,0.850000,5560.00,"Transit"
"TOI-1728","TOI-1728 b",1,3.49151000000,0.0391000000,5.05000000,0.16000000,-0.17000000,26.78000000,5.43000000,-5.13000000,"Mass",1.140000,57.7800,0.646000,3980.00,"Transit"
"Kepler-1464","Kepler-1464 c",2,5.32786292000,0.0610100000,1.00000000,0.22000000,-0.11000000,0.97200000,,,"M-R relationship",5.340000,968.5550,1.020000,5828.00,"Transit"
"K2-17","K2-17 b",1,17.96753000000,0.1190000000,2.23000000,0.20000000,-0.20000000,5.60000000,,,"M-R relationship",2.770000,4.9100,0.710000,4320.00,"Transit"
"K2-222","K2-222 b",1,15.38892740000,0.1186000000,2.27500000,0.10000000,-0.10000000,7.50000000,1.50000000,-1.50000000,"Mass",3.721139,95.0000,0.940000,5942.00,"Transit"
"WASP-87","WASP-87 b",1,1.68279500000,0.0294600000,15.52446500,0.67254000,-0.67254000,692.86940000,47.67450000,-47.67450000,"Mass",1.020000,4170.0965,1.204000,6450.00,"Transit"
"TOI-3493","TOI-3493 b",1,8.15946670000,,3.22000000,0.08000000,-0.08000000,8.97000000,1.17000000,-1.20000000,"Mass",1.470000,245.0000,1.023000,5844.00,"Transit"
"GJ 433","GJ 433 d",3,36.05900000000,0.1780000000,2.14000000,,,5.22300000,0.92100000,-0.92100000,"Msini",2.930000,0.6312,0.480000,3461.00,"Radial Velocity"
"NGTS-31","NGTS-31 b",1,4.16273400000,0.0640000000,18.04645893,1.79343691,-1.79343691,355.96781584,38.13940884,-38.13940884,"Mass",0.300000,643.0000,0.960000,5710.00,"Transit"
"Kepler-1327","Kepler-1327 b",1,14.88801098000,0.1115100000,1.80000000,0.58000000,-0.20000000,3.89000000,,,"M-R relationship",3.670000,79.9000,1.020000,5885.00,"Transit"
"Kepler-1733","Kepler-1733 b",1,9.22957992600,0.0933000000,3.63582354,,,12.80000000,,,"M-R relationship",1.460000,257.1100,1.273000,6320.00,"Transit"
"EPIC 206032309","EPIC 206032309 b",1,2.87814000000,,1.01000000,0.24000000,-0.13000000,1.01000000,,,"M-R relationship",5.390000,,0.221000,3489.00,"Transit"
"HD 141399","HD 141399 c",4,201.99000000000,0.6890000000,13.60000000,,,422.71390000,25.42640000,-25.42640000,"Msini",0.923000,3.3493,1.070000,5600.00,"Radial Velocity"
"HD 145934","HD 145934 b",1,2751.53433000000,4.8900000000,13.40000000,,,658.54045930,519.33161704,-15.25576354,"Mass",1.500000,0.9461,2.058000,4823.75,"Radial Velocity"
"Kepler-147","Kepler-147 c",2,33.41642300000,0.2160000000,2.43000000,0.49000000,-0.49000000,6.48000000,,,"M-R relationship",2.480000,61.2870,1.145000,6012.00,"Transit"
"HD 90156","HD 90156 b",1,49.77000000000,0.2500000000,4.43000000,,,17.98000000,1.46000000,-1.46000000,"Msini",1.140000,11.5200,0.840000,5599.00,"Radial Velocity"
"HD 22781","HD 22781 b",1,528.07000000000,1.1670000000,12.30000000,,,4338.20000000,308.00000000,-308.00000000,"Msini",12.800000,0.2456,0.750000,5027.00,"Radial Velocity"
"Kepler-519","Kepler-519 b",1,24.30789460000,0.1593200000,2.10000000,0.06000000,-0.04000000,5.06000000,,,"M-R relationship",3.000000,19.8700,0.890000,5260.00,"Transit"
"TOI-880","TOI-880.02",2,2.57571000000,0.0349000000,2.19000000,0.11000000,-0.11000000,5.43000000,,,"M-R relationship",2.840000,301.8661,0.870000,5050.00,"Transit"
"TOI-2977","TOI-2977 b",1,2.35056140000,0.0338600000,13.15934334,0.34747840,-0.30264248,533.95172376,82.63538582,-79.45710175,"Mass",1.280000,947.8000,0.936000,5691.00,"Transit"
"TOI-6628","TOI-6628 b",1,18.18424000000,0.1340000000,10.98480109,0.67253884,-0.67253884,235.19302118,19.06970442,-19.06970442,"Mass",0.980000,20.0861,0.970000,5463.00,"Transit"
"WASP-138","WASP-138 b",1,3.63443300000,0.0494000000,12.21781000,0.56045000,-0.56045000,387.75260000,25.42640000,-25.42640000,"Mass",1.200000,1133.7300,1.220000,6272.00,"Transit"
"TIC 206466666","TIC 206466666 b",1,9.10486865159,,2.14817673,0.29725335,-0.22779036,5.26000000,,,"M-R relationship",2.920000,,0.760000,4620.30,"Transit"
"TOI-2128","TOI-2128 b",1,16.34136000000,0.1270000000,2.08874836,0.08866263,-0.07642236,4.50000000,2.00000000,-2.00000000,"Mass",2.680000,86.2315,1.025100,5968.00,"Transit"
"Kepler-17","Kepler-17 b",1,1.48571080000,0.0259100000,14.68000000,0.22000000,-0.22000000,778.65000000,34.96000000,-34.96000000,"Mass",1.350000,1481.7660,1.040000,5781.00,"Transit"
"Kepler-327","Kepler-327 b",3,2.54957500000,0.0290000000,1.11000000,0.05000000,-0.05000000,1.41000000,,,"M-R relationship",5.670000,73.0560,0.591913,3799.00,"Transit"
"HD 202696","HD 202696 c",2,946.60000000000,2.3420000000,,,,592.43512000,56.25591000,-72.14741000,"Mass",,4.2662,1.910000,5040.00,"Radial Velocity"
"TOI-715","TOI-715 b",1,19.28800400000,0.0830000000,1.55000000,0.06400000,-0.06400000,3.02000000,,,"M-R relationship",4.460000,0.6700,0.225000,3075.00,"Transit"
"Kepler-816","Kepler-816 b",1,10.50682564600,0.0895000000,10.24000000,0.68000000,-0.54000000,74.50000000,,,"M-R relationship",0.381000,50.5630,0.900000,5286.00,"Transit"
"Kepler-411","Kepler-411 c",4,7.83443500000,0.0739000000,4.42100000,0.06200000,-0.06200000,26.40000000,5.90000000,-5.90000000,"Mass",1.700000,56.0000,0.870000,4974.00,"Transit"
"TOI-663","TOI-663 d",3,7.10272680000,0.0576000000,1.92000000,0.13000000,-0.13000000,5.20000000,,,"Mass",4.000000,12.9000,0.514000,3681.00,"Transit"
"HD 168009","HD 168009 b",1,15.14790000000,0.1192000000,3.05000000,,,9.53485221,1.20774795,-1.17596511,"Msini",1.850000,99.3735,0.986073,5778.33,"Radial Velocity"
"Kepler-280","Kepler-280 b",2,2.13954200000,0.0320000000,1.45000000,0.70000000,-0.70000000,2.70000000,,,"M-R relationship",4.870000,821.8940,0.962000,5744.00,"Transit"
"HD 72659","HD 72659 c",2,35500.00000000000,21.5000000000,12.10000000,,,6165.87109580,254.26272560,-158.91420350,"Mass",19.100000,0.0051,1.033000,5929.00,"Radial Velocity"
"HD 125136","HD 125136 b",1,849.77000000000,,13.30000000,,,718.29219982,25.42627256,-25.42627256,"Msini",1.680000,,1.550000,4959.00,"Radial Velocity"
"Kepler-1196","Kepler-1196 b",1,66.18490310000,0.3179000000,2.23000000,0.37000000,-0.21000000,5.60000000,,,"M-R relationship",2.770000,8.3020,0.980000,5756.00,"Transit"
"Kepler-878","Kepler-878 b",1,25.94220330000,0.1650000000,1.93000000,0.12000000,-0.10000000,4.38000000,,,"M-R relationship",3.350000,27.0090,0.810000,5044.00,"Transit"
"HD 25171","HD 25171 b",1,1802.29000000000,2.9710000000,13.90000000,,,290.81445000,3.49613000,-3.81396000,"Msini",0.595000,0.2141,1.076000,6125.00,"Radial Velocity"
"Kepler-1153","Kepler-1153 b",1,1.75583532700,0.0277000000,1.73000000,0.21000000,-0.11000000,3.64000000,,,"M-R relationship",3.860000,761.8080,0.910000,5470.00,"Transit"
"Kepler-406","Kepler-406 b",2,2.42629000000,0.0359900000,1.43000000,0.03000000,-0.03000000,6.35000000,1.40000000,-1.40000000,"Mass",11.820000,826.9330,1.070000,5538.00,"Transit"
"Kepler-1671","Kepler-1671 b",1,4.16787000000,0.0494600000,1.32557381,,,2.32000000,,,"M-R relationship",5.470000,205.0000,0.866000,5135.55,"Transit"
"HD 62364","HD 62364 c",2,74839.94555000000,36.9840000000,12.00000000,,,7923.46218651,852.09795917,-928.69460525,"Mass",25.200000,0.0020,1.190000,6255.00,"Radial Velocity"
"GJ 9714","GJ 9714 b",1,19240.75467000000,12.3190000000,12.50000000,,,2988.54051102,970.96578339,-538.71914986,"Mass",8.410000,0.0009,0.670000,4263.00,"Radial Velocity"
"K2-216","K2-216 b",1,2.17480000000,0.0280000000,1.75000000,0.17000000,-0.10000000,8.00000000,1.60000000,-1.60000000,"Mass",8.200000,248.0000,0.700000,4503.00,"Transit"
"TOI-4898","TOI-4898 b",1,2.76520470167,,3.71979540,0.31107066,-0.28689141,13.40000000,,,"M-R relationship",1.430000,33.0144,0.619077,4201.57,"Transit"
"HD 68988","HD 68988 c",2,16000.00000000000,13.2000000000,12.20000000,,,4776.96095721,286.04556630,-238.37130525,"Mass",14.500000,0.0096,1.171665,5883.41,"Radial Velocity"
"WASP-106","WASP-106 b",1,9.28969000000,0.0901000000,12.10569916,0.17934369,-0.19055267,613.40882551,47.67426105,-47.67426105,"Mass",1.860000,327.8307,1.175000,6002.00,"Transit"
"Kepler-220","Kepler-220 c",4,9.03419900000,0.0760000000,1.57000000,0.09000000,-0.09000000,3.09000000,,,"M-R relationship",4.390000,37.3210,0.729000,4632.00,"Transit"
"Kepler-1468","Kepler-1468 d",3,19.59059906000,0.1456000000,3.33187146,,,11.10000000,,,"M-R relationship",1.650000,52.7700,1.072000,5794.00,"Transit"
"Kepler-32","Kepler-32 d",5,22.78020000000,0.1300000000,2.70000000,0.20000000,-0.20000000,67.48150000,,,"Mass",0.520000,3.6310,0.580000,3900.00,"Transit"
"K2-283","K2-283 b",1,1.92103600000,0.0291000000,3.52000000,0.16000000,-0.16000000,12.20000000,,,"M-R relationship",1.540000,353.6521,0.890000,5060.00,"Transit"
"HIP 105854","HIP 105854 b",1,184.20000000000,0.8100000000,12.60000000,,,2606.10000000,63.60000000,-63.60000000,"Msini",7.160000,71.2902,2.100000,4780.00,"Radial Velocity"
"Kepler-1117","Kepler-1117 b",1,4.79028459000,0.0548500000,1.11000000,0.17000000,-0.08000000,1.41000000,,,"M-R relationship",5.670000,194.9760,0.950000,5612.00,"Transit"
"K2-324","K2-324 b",1,3.26200000000,0.0331000000,2.43000000,0.15000000,-0.13000000,6.48000000,,,"M-R relationship",2.480000,42.3931,0.517000,3752.00,"Transit"
"HD 42618","HD 42618 b",1,149.61000000000,0.5540000000,3.89000000,,,14.40000000,2.50000000,-2.40000000,"Msini",1.340000,3.1600,1.015000,5727.00,"Radial Velocity"
"TOI-1052","TOI-1052 c",2,35.80600000000,0.2263000000,6.48000000,,,34.30000000,4.10000000,-3.70000000,"Msini",0.693000,39.7000,1.204000,6146.00,"Radial Velocity"
"Kepler-332","Kepler-332 c",3,15.99562200000,0.1140000000,1.09000000,0.08000000,-0.08000000,1.32000000,,,"M-R relationship",5.600000,19.9860,0.743000,4955.00,"Transit"
"EPIC 249893012","EPIC 249893012 c",3,15.62400000000,0.1300000000,3.67000000,0.17000000,-0.14000000,14.67000000,1.84000000,-1.89000000,"Mass",1.620000,160.0000,1.050000,5430.00,"Transit"
"K2-317","K2-317 b",1,6.22000000000,0.0542000000,2.93000000,0.19000000,-0.17000000,8.91000000,,,"M-R relationship",1.950000,4.5848,0.403000,3387.00,"Transit"
"TOI-1184","TOI-1184 b",1,5.74843380300,0.0560270000,2.39000000,0.25000000,-0.23400000,6.80000000,2.30000000,-2.30000000,"Mass",2.630000,57.5400,0.710000,4534.00,"Transit"
"TOI-1288","TOI-1288 c",2,416.00000000000,1.0700000000,11.10000000,,,85.70000000,12.10000000,-11.70000000,"Msini",0.344000,0.6114,0.955200,5388.00,"Radial Velocity"
"TOI-2876","TOI-2876 b",1,6.29964310000,0.0654000000,9.63972340,0.33626942,-0.31385146,54.03082919,16.52707716,-16.52707716,"Mass",0.330000,124.2000,0.939000,5271.00,"Transit"
"Kepler-1884","Kepler-1884 b",1,8.98832035100,0.0845000000,1.81406781,,,3.95000000,,,"M-R relationship",3.640000,131.9200,0.993000,5984.00,"Transit"
"Kepler-1063","Kepler-1063 b",1,14.07971466000,0.1176000000,1.49000000,0.40000000,-0.19000000,2.83000000,,,"M-R relationship",4.700000,54.9300,1.090000,5945.00,"Transit"
"TOI-808","TOI-808 b",1,9.73944854026,,2.20344362,0.22429531,-0.18805529,5.49000000,,,"M-R relationship",2.820000,60.3881,0.870000,5078.20,"Transit"
"Kepler-763","Kepler-763 b",3,1.19655156000,0.0205000000,1.22000000,0.09000000,-0.08000000,1.98000000,,,"M-R relationship",5.990000,974.0890,0.840000,5166.00,"Transit"
