pl_name,pl_rade,pl_radeerr1,pl_radeerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmassprov,pl_orbper,pl_dens,discoverymethod,st_teff,st_mass,st_met
"TOI-1728 b",5.05000000,0.16000000,-0.17000000,26.78000000,5.43000000,-5.13000000,"Mass",3.49151000000,1.140000,"Transit",3980.00,0.646000,0.2500
"Kepler-1464 c",1.00000000,0.22000000,-0.11000000,0.97200000,,,"M-R relationship",5.32786292000,5.340000,"Transit",5828.00,1.020000,0.0300
"K2-17 b",2.23000000,0.20000000,-0.20000000,5.60000000,,,"M-R relationship",17.96753000000,2.770000,"Transit",4320.00,0.710000,0.1500
"K2-222 b",2.27500000,0.10000000,-0.10000000,7.50000000,1.50000000,-1.50000000,"Mass",15.38892740000,3.721139,"Transit",5942.00,0.940000,-0.3150
"WASP-87 b",15.52446500,0.67254000,-0.67254000,692.86940000,47.67450000,-47.67450000,"Mass",1.68279500000,1.020000,"Transit",6450.00,1.204000,
"TOI-3493 b",3.22000000,0.08000000,-0.08000000,8.97000000,1.17000000,-1.20000000,"Mass",8.15946670000,1.470000,"Transit",5844.00,1.023000,0.0300
"GJ 433 d",2.14000000,,,5.22300000,0.92100000,-0.92100000,"Msini",36.05900000000,2.930000,"Radial Velocity",3461.00,0.480000,-0.1700
"NGTS-31 b",18.04645893,1.79343691,-1.79343691,355.96781584,38.13940884,-38.13940884,"Mass",4.16273400000,0.300000,"Transit",5710.00,0.960000,0.0000
"Kepler-1327 b",1.80000000,0.58000000,-0.20000000,3.89000000,,,"M-R relationship",14.88801098000,3.670000,"Transit",5885.00,1.020000,-0.0300
"Kepler-1733 b",3.63582354,,,12.80000000,,,"M-R relationship",9.22957992600,1.460000,"Transit",6320.00,1.273000,0.2400
"EPIC 206032309 b",1.01000000,0.24000000,-0.13000000,1.01000000,,,"M-R relationship",2.87814000000,5.390000,"Transit",3489.00,0.221000,
"HD 141399 c",13.60000000,,,422.71390000,25.42640000,-25.42640000,"Msini",201.99000000000,0.923000,"Radial Velocity",5600.00,1.070000,0.3500
"HD 145934 b",13.40000000,,,658.54045930,519.33161704,-15.25576354,"Mass",2751.53433000000,1.500000,"Radial Velocity",4823.75,2.058000,0.0951
"Kepler-147 c",2.43000000,0.49000000,-0.49000000,6.48000000,,,"M-R relationship",33.41642300000,2.480000,"Transit",6012.00,1.145000,0.1000
"HD 90156 b",4.43000000,,,17.98000000,1.46000000,-1.46000000,"Msini",49.77000000000,1.140000,"Radial Velocity",5599.00,0.840000,-0.2400
"HD 22781 b",12.30000000,,,4338.20000000,308.00000000,-308.00000000,"Msini",528.07000000000,12.800000,"Radial Velocity",5027.00,0.750000,-0.3700
"Kepler-519 b",2.10000000,0.06000000,-0.04000000,5.06000000,,,"M-R relationship",24.30789460000,3.000000,"Transit",5260.00,0.890000,0.0100
"TOI-880.02",2.19000000,0.11000000,-0.11000000,5.43000000,,,"M-R relationship",2.57571000000,2.840000,"Transit",5050.00,0.870000,0.2300
"TOI-2977 b",13.15934334,0.34747840,-0.30264248,533.95172376,82.63538582,-79.45710175,"Mass",2.35056140000,1.280000,"Transit",5691.00,0.936000,0.0130
"TOI-6628 b",10.98480109,0.67253884,-0.67253884,235.19302118,19.06970442,-19.06970442,"Mass",18.18424000000,0.980000,"Transit",5463.00,0.970000,0.3600
"WASP-138 b",12.21781000,0.56045000,-0.56045000,387.75260000,25.42640000,-25.42640000,"Mass",3.63443300000,1.200000,"Transit",6272.00,1.220000,-0.0900
"TIC 206466666 b",2.14817673,0.29725335,-0.22779036,5.26000000,,,"M-R relationship",9.10486865159,2.920000,"Transit",4620.30,0.760000,
"TOI-2128 b",2.08874836,0.08866263,-0.07642236,4.50000000,2.00000000,-2.00000000,"Mass",16.34136000000,2.680000,"Transit",5968.00,1.025100,-0.0700
"Kepler-17 b",14.68000000,0.22000000,-0.22000000,778.65000000,34.96000000,-34.96000000,"Mass",1.48571080000,1.350000,"Transit",5781.00,1.040000,0.2600
"Kepler-327 b",1.11000000,0.05000000,-0.05000000,1.41000000,,,"M-R relationship",2.54957500000,5.670000,"Transit",3799.00,0.591913,-0.2000
"TOI-715 b",1.55000000,0.06400000,-0.06400000,3.02000000,,,"M-R relationship",19.28800400000,4.460000,"Transit",3075.00,0.225000,-0.2500
"Kepler-816 b",10.24000000,0.68000000,-0.54000000,74.50000000,,,"M-R relationship",10.50682564600,0.381000,"Transit",5286.00,0.900000,0.1600
"Kepler-411 c",4.42100000,0.06200000,-0.06200000,26.40000000,5.90000000,-5.90000000,"Mass",7.83443500000,1.700000,"Transit",4974.00,0.870000,0.2100
"TOI-663 d",1.92000000,0.13000000,-0.13000000,5.20000000,,,"Mass",7.10272680000,4.000000,"Transit",3681.00,0.514000,0.0700
"HD 168009 b",3.05000000,,,9.53485221,1.20774795,-1.17596511,"Msini",15.14790000000,1.850000,"Radial Velocity",5778.33,0.986073,0.0183
"Kepler-280 b",1.45000000,0.70000000,-0.70000000,2.70000000,,,"M-R relationship",2.13954200000,4.870000,"Transit",5744.00,0.962000,0.1213
"HD 72659 c",12.10000000,,,6165.87109580,254.26272560,-158.91420350,"Mass",35500.00000000000,19.100000,"Radial Velocity",5929.00,1.033000,-0.0200
"HD 125136 b",13.30000000,,,718.29219982,25.42627256,-25.42627256,"Msini",849.77000000000,1.680000,"Radial Velocity",4959.00,1.550000,0.0200
"Kepler-1196 b",2.23000000,0.37000000,-0.21000000,5.60000000,,,"M-R relationship",66.18490310000,2.770000,"Transit",5756.00,0.980000,0.0000
"Kepler-878 b",1.93000000,0.12000000,-0.10000000,4.38000000,,,"M-R relationship",25.94220330000,3.350000,"Transit",5044.00,0.810000,-0.0300
"HD 25171 b",13.90000000,,,290.81445000,3.49613000,-3.81396000,"Msini",1802.29000000000,0.595000,"Radial Velocity",6125.00,1.076000,-0.1200
"Kepler-1153 b",1.73000000,0.21000000,-0.11000000,3.64000000,,,"M-R relationship",1.75583532700,3.860000,"Transit",5470.00,0.910000,0.0300
"Kepler-406 b",1.43000000,0.03000000,-0.03000000,6.35000000,1.40000000,-1.40000000,"Mass",2.42629000000,11.820000,"Transit",5538.00,1.070000,0.1800
"Kepler-1671 b",1.32557381,,,2.32000000,,,"M-R relationship",4.16787000000,5.470000,"Transit",5135.55,0.866000,0.2502
"HD 62364 c",12.00000000,,,7923.46218651,852.09795917,-928.69460525,"Mass",74839.94555000000,25.200000,"Radial Velocity",6255.00,1.190000,-0.1100
"GJ 9714 b",12.50000000,,,2988.54051102,970.96578339,-538.71914986,"Mass",19240.75467000000,8.410000,"Radial Velocity",4263.00,0.670000,
"K2-216 b",1.75000000,0.17000000,-0.10000000,8.00000000,1.60000000,-1.60000000,"Mass",2.17480000000,8.200000,"Transit",4503.00,0.700000,0.0000
"TOI-4898 b",3.71979540,0.31107066,-0.28689141,13.40000000,,,"M-R relationship",2.76520470167,1.430000,"Transit",4201.57,0.619077,
"HD 68988 c",12.20000000,,,4776.96095721,286.04556630,-238.37130525,"Mass",16000.00000000000,14.500000,"Radial Velocity",5883.41,1.171665,0.3052
"WASP-106 b",12.10569916,0.17934369,-0.19055267,613.40882551,47.67426105,-47.67426105,"Mass",9.28969000000,1.860000,"Transit",6002.00,1.175000,-0.0200
"Kepler-220 c",1.57000000,0.09000000,-0.09000000,3.09000000,,,"M-R relationship",9.03419900000,4.390000,"Transit",4632.00,0.729000,-0.1738
"Kepler-1468 d",3.33187146,,,11.10000000,,,"M-R relationship",19.59059906000,1.650000,"Transit",5794.00,1.072000,0.1400
"Kepler-32 d",2.70000000,0.20000000,-0.20000000,67.48150000,,,"Mass",22.78020000000,0.520000,"Transit",3900.00,0.580000,0.0000
"K2-283 b",3.52000000,0.16000000,-0.16000000,12.20000000,,,"M-R relationship",1.92103600000,1.540000,"Transit",5060.00,0.890000,0.2800
"HIP 105854 b",12.60000000,,,2606.10000000,63.60000000,-63.60000000,"Msini",184.20000000000,7.160000,"Radial Velocity",4780.00,2.100000,0.3100
"Kepler-1117 b",1.11000000,0.17000000,-0.08000000,1.41000000,,,"M-R relationship",4.79028459000,5.670000,"Transit",5612.00,0.950000,0.0300
"K2-324 b",2.43000000,0.15000000,-0.13000000,6.48000000,,,"M-R relationship",3.26200000000,2.480000,"Transit",3752.00,0.517000,
"HD 42618 b",3.89000000,,,14.40000000,2.50000000,-2.40000000,"Msini",149.61000000000,1.340000,"Radial Velocity",5727.00,1.015000,-0.0900
"TOI-1052 c",6.48000000,,,34.30000000,4.10000000,-3.70000000,"Msini",35.80600000000,0.693000,"Radial Velocity",6146.00,1.204000,0.1400
"Kepler-332 c",1.09000000,0.08000000,-0.08000000,1.32000000,,,"M-R relationship",15.99562200000,5.600000,"Transit",4955.00,0.743000,-0.1300
"EPIC 249893012 c",3.67000000,0.17000000,-0.14000000,14.67000000,1.84000000,-1.89000000,"Mass",15.62400000000,1.620000,"Transit",5430.00,1.050000,0.2000
"K2-317 b",2.93000000,0.19000000,-0.17000000,8.91000000,,,"M-R relationship",6.22000000000,1.950000,"Transit",3387.00,0.403000,
"TOI-1184 b",2.39000000,0.25000000,-0.23400000,6.80000000,2.30000000,-2.30000000,"Mass",5.74843380300,2.630000,"Transit",4534.00,0.710000,0.0170
"TOI-1288 c",11.10000000,,,85.70000000,12.10000000,-11.70000000,"Msini",416.00000000000,0.344000,"Radial Velocity",5388.00,0.955200,0.2570
"TOI-2876 b",9.63972340,0.33626942,-0.31385146,54.03082919,16.52707716,-16.52707716,"Mass",6.29964310000,0.330000,"Transit",5271.00,0.939000,0.3530
"Kepler-1884 b",1.81406781,,,3.95000000,,,"M-R relationship",8.98832035100,3.640000,"Transit",5984.00,0.993000,-0.2000
"Kepler-1063 b",1.49000000,0.40000000,-0.19000000,2.83000000,,,"M-R relationship",14.07971466000,4.700000,"Transit",5945.00,1.090000,0.0900
"TOI-808 b",2.20344362,0.22429531,-0.18805529,5.49000000,,,"M-R relationship",9.73944854026,2.820000,"Transit",5078.20,0.870000,
"Kepler-763 b",1.22000000,0.09000000,-0.08000000,1.98000000,,,"M-R relationship",1.19655156000,5.990000,"Transit",5166.00,0.840000,0.0100
"TOI-1695 b",1.90000000,0.16000000,-0.14000000,6.36000000,1.00000000,-1.00000000,"Mass",3.13427910000,5.000000,"Transit",3690.00,0.513000,0.0000
"K2-36 c",3.20000000,0.30000000,-0.30000000,7.90000000,2.80000000,-2.80000000,"Mass",5.34088800000,1.300000,"Transit",4916.00,0.790000,-0.0470
"HD 25723 b",13.30000000,,,794.57101750,44.49597698,-54.03082919,"Msini",457.01000000000,1.860000,"Radial Velocity",4766.00,2.120000,-0.0300
"K2-321 b",2.05124347,0.16813471,-0.13450777,4.86000000,,,"M-R relationship",2.29797490000,3.090000,"Transit",3750.00,0.578000,0.1480
"HD 23472 d",0.75000000,0.06700000,-0.05700000,0.55000000,0.21000000,-0.20000000,"Mass",3.97664000000,7.500000,"Transit",4684.00,0.670000,-0.2000
"TOI-2088 b",3.68311790,0.19277867,-0.14072298,37.00000000,,,"Mass",124.72997000000,2.000000,"Transit",5081.00,0.902700,0.3390
"Kepler-181 b",1.27000000,0.62000000,-0.62000000,2.15000000,,,"M-R relationship",3.13787300000,5.770000,"Transit",5333.00,0.810000,-0.0400
"GJ 411 b",1.45000000,,,2.69000000,0.19000000,-0.18000000,"Msini",12.93940000000,4.850000,"Radial Velocity",3719.00,0.389900,-0.3621
"K2-3 b",2.07800000,0.07600000,-0.06700000,5.11000000,0.65000000,-0.64000000,"Mass",10.05465350000,3.110000,"Transit",3844.00,0.549000,-0.1570
"Kepler-1355 b",1.46000000,0.12000000,-0.10000000,2.73000000,,,"M-R relationship",1.28958811200,4.820000,"Transit",5352.00,0.880000,-0.0400
"HD 219134 f",1.31000000,0.02000000,-0.02000000,7.30000000,0.40000000,-0.40000000,"Mass",22.71700000000,,"Radial Velocity",4699.00,0.810000,0.1100
"TOI-1080 b",1.20000000,0.05800000,-0.05800000,10.70000000,,,"Mass",3.96524820000,,"Transit",3065.00,0.166700,-0.0900
"TOI-198 b",1.36000000,0.13000000,-0.13000000,3.17000000,0.64000000,-0.65000000,"Mass",10.21521300000,6.890000,"Transit",3801.00,0.417000,-0.6600
"Kepler-354 b",1.84000000,0.58000000,-0.58000000,4.04000000,,,"M-R relationship",5.47666000000,3.560000,"Transit",4648.00,0.652000,-0.0300
"47 UMa d",13.50000000,,,521.22000000,92.17000000,-152.55000000,"Msini",14002.00000000000,1.160000,"Radial Velocity",5872.00,1.060000,0.0400
"Ross 176 b",1.84000000,0.08000000,-0.08000000,4.57000000,0.89000000,-0.93000000,"Mass",5.00663380000,4.030000,"Transit",4041.00,0.577000,-0.1900
"Kepler-217 c",1.85000000,0.27000000,-0.27000000,4.08000000,,,"M-R relationship",8.58600400000,3.540000,"Transit",6171.00,1.342000,-0.0700
"Kepler-804 c",1.14000000,0.20000000,-0.14000000,1.55000000,,,"M-R relationship",9.65185017000,5.750000,"Transit",5817.00,1.010000,0.0000
"K2-37 d",2.31000000,0.21000000,-0.07000000,12.50000000,6.20000000,-6.10000000,"Mass",14.09229000000,4.700000,"Transit",5352.00,0.840000,-0.0800
"Kepler-245 b",2.57000000,0.18000000,-0.18000000,146.78000000,,,"Mass",7.49019000000,0.120000,"Transit",5100.00,0.856000,0.1200
"Kepler-624 b",2.31000000,0.33000000,-0.24000000,5.95000000,,,"M-R relationship",14.58649607000,2.650000,"Transit",6117.00,1.100000,-0.0600
"Kepler-1284 b",1.21000000,0.10000000,-0.07000000,1.92000000,,,"M-R relationship",0.66407380600,5.960000,"Transit",5123.00,0.840000,0.0300
"TOI-1054.01",2.43432000,0.14295700,-0.14295700,6.50000000,,,"M-R relationship",15.50778550000,2.480000,"Transit",6122.00,1.140000,
"HD 222155 b",13.40000000,,,581.62598481,111.23994245,-82.63538582,"Mass",3999.00000000000,1.330000,"Radial Velocity",5701.00,1.210000,-0.1800
"Kepler-18 c",5.49000000,0.26000000,-0.26000000,17.30000000,1.90000000,-1.90000000,"Mass",7.64159000000,0.590000,"Transit",5345.00,0.972000,0.1900
"TOI-941 b",6.51165317,0.45298660,-0.44352176,34.60000000,,,"M-R relationship",8.51460888787,0.689000,"Transit",5745.88,1.078000,
"Kepler-436 b",2.73000000,0.23000000,-0.24000000,7.90000000,,,"M-R relationship",64.00205000000,2.130000,"Transit",4651.00,0.729000,0.0100
"Kepler-1999 b",3.29000000,0.26000000,-0.30000000,10.80000000,,,"M-R relationship",8.73967580000,1.670000,"Transit",4406.00,0.632000,-0.2400
"TOI-6478 b",4.60000000,0.24000000,-0.24000000,19.20000000,,,"M-R relationship",34.00501900000,1.080000,"Transit",3230.00,0.230000,-0.5300
"TOI-1634 b",1.75900000,0.05800000,-0.05700000,4.90000000,1.00000000,-1.00000000,"Mass",0.98934551000,5.282044,"Transit",3550.00,0.502000,0.2300
"Kepler-11 e",4.19000000,0.07000000,-0.09000000,8.00000000,1.50000000,-2.10000000,"Mass",31.99960000000,0.580000,"Transit",5663.00,0.961000,0.0500
"Kepler-102 c",0.56700000,0.02800000,-0.02800000,1.70000000,,,"Mass",7.07139200000,52.000000,"Transit",4909.00,0.803000,0.1100
"HIP 99770 b",12.20000000,,,5403.08291900,1906.97044200,-1589.14203500,"Mass",18600.00000000000,16.400000,"Imaging",8000.00,1.900000,
"Kepler-128 c",1.52100000,0.04700000,-0.04700000,3.38000000,0.67000000,-0.59000000,"Mass",22.80000000000,5.237935,"Transit",6072.00,1.184000,-0.0300
"TOI-169 b",12.17297400,0.90792900,-0.53803200,251.40353000,20.34112000,-19.06980000,"Mass",2.25544770000,0.760000,"Transit",5880.00,1.147000,0.2400
"HD 43197 b",14.20000000,,,175.75910907,16.52707716,-15.25576354,"Msini",308.92072000000,0.337000,"Radial Velocity",5508.00,0.960000,0.4000
"Kepler-582 b",3.68000000,0.55000000,-0.34000000,13.10000000,,,"M-R relationship",18.49235668000,1.440000,"Transit",5564.00,0.930000,0.0100
"Kepler-1357 b",1.28000000,0.20000000,-0.11000000,2.18000000,,,"M-R relationship",3.00913240000,5.710000,"Transit",5597.00,0.930000,-0.0600
"HD 158259 f",2.35000000,,,6.14000000,1.31000000,-1.37000000,"Msini",12.02800000000,2.600000,"Radial Velocity",5801.89,1.080000,
"HD 23472 e",0.81800000,0.08000000,-0.06500000,0.72000000,0.28000000,-0.27000000,"Mass",7.90754000000,7.500000,"Transit",4684.00,0.670000,-0.2000
"HD 25463 c",1.36354953,0.13045621,-0.09615242,4.30000000,1.90000000,-1.90000000,"Mass",3.04405000000,9.090000,"Transit",6353.00,1.251000,-0.0180
"Kepler-1510 b",3.36000000,1.23000000,-0.56000000,11.20000000,,,"M-R relationship",84.70392100000,1.620000,"Transit",6200.00,1.190000,0.0400
"HD 200964 b",13.50000000,,,508.21017000,21.29461000,-21.29461000,"Msini",606.30000000000,1.140000,"Radial Velocity",4982.00,1.390000,-0.1500
"K2-292 b",2.63000000,0.11000000,-0.10000000,24.50000000,4.40000000,-4.40000000,"Mass",16.98410000000,7.400000,"Transit",5725.00,1.000000,0.0700
"TOI-1246 b",3.01000000,0.06000000,-0.06000000,8.10000000,1.10000000,-1.10000000,"Mass",4.30744000000,1.630000,"Transit",5151.00,0.870000,0.1700
"TOI-1174 b",2.56200000,0.25200000,-0.20000000,32.00000000,,,"Mass",8.95348768300,11.000000,"Transit",5030.00,0.850000,-0.0020
"TOI-4438 b",2.52000000,0.13000000,-0.13000000,5.40000000,1.10000000,-1.10000000,"Mass",7.44628000000,1.850000,"Transit",3422.00,0.368000,-0.1900
"Kepler-1073 c",1.64000000,0.34000000,-0.18000000,3.33000000,,,"M-R relationship",4.02582254000,4.150000,"Transit",5792.00,1.000000,0.0000
"HAT-P-54 b",10.58129600,0.31385200,-0.31385200,241.55080000,10.17056000,-10.17056000,"Mass",3.79984700000,1.118000,"Transit",4390.00,0.645000,-0.1270
"TOI-4504 c",11.09689089,0.56044903,-0.56044903,1197.32317485,57.52694167,-57.90833576,"Mass",82.97213000000,4.810000,"Transit",5315.00,0.890000,0.1600
"Kepler-386 c",1.58000000,0.89000000,-0.89000000,3.12000000,,,"M-R relationship",25.19345800000,4.350000,"Transit",5178.00,0.825000,0.0700
"Kepler-197 c",1.23000000,0.04000000,-0.04000000,5.30000000,3.30000000,-2.90000000,"Mass",10.34969500000,15.700000,"Transit",6004.00,0.857000,-0.4410
"GJ 1002 b",1.03000000,,,1.08000000,0.13000000,-0.13000000,"Msini",10.34650000000,5.430000,"Radial Velocity",3024.00,0.120000,-0.2500
"Kepler-549 d",4.20000000,0.45000000,-0.50000000,16.40000000,,,"M-R relationship",24.61480613000,1.220000,"Transit",5312.00,0.859000,0.1600
"TOI-1451 b",2.61143902,0.13407193,-0.10283772,15.20000000,2.80000000,-2.80000000,"Mass",16.53794400000,4.670000,"Transit",5801.00,1.002200,0.0190
"K2-355 b",2.25000000,0.22000000,-0.16000000,5.69000000,,,"M-R relationship",5.73856470000,2.740000,"Transit",5790.00,0.960000,-0.1200
"Kepler-1040 b",2.08000000,0.18000000,-0.10000000,4.98000000,,,"M-R relationship",201.12140000000,3.040000,"Transit",5694.00,0.980000,0.0100
"Kepler-127 b",1.40000000,0.05000000,-0.05000000,2.54000000,,,"M-R relationship",14.43588900000,5.090000,"Transit",6106.00,1.248000,0.2142
"TOI-6692 b",11.67975789,0.56044903,-0.54924005,197.05361234,25.42627256,-20.65884645,"Mass",131.12500000000,0.680000,"Transit",5890.00,1.047000,-0.0080
"Kepler-235 b",2.23000000,0.10000000,-0.10000000,5.60000000,,,"M-R relationship",3.34022200000,2.770000,"Transit",4255.00,0.581000,-0.5100
"K2-50 b",1.59000000,0.24000000,-0.24000000,3.15000000,,,"M-R relationship",8.75290000000,4.310000,"Transit",4326.00,0.611000,-0.1132
"TOI-5688 A b",10.30000000,0.60000000,-0.70000000,124.00000000,23.40000000,-24.40000000,"Mass",2.94815527000,0.610000,"Transit",3713.00,0.600000,0.4700
"GJ 667 C e",1.45000000,,,2.70000000,1.60000000,-1.40000000,"Msini",62.24000000000,4.870000,"Radial Velocity",3350.00,0.330000,-0.5500
"HD 143361 b",12.90000000,,,1382.55357045,381.39408840,-209.76674862,"Mass",1039.15000000000,3.540000,"Radial Velocity",5507.00,0.968000,0.1400
"TOI-1742 b",2.36507598,0.05691119,-0.05107400,9.70000000,1.90000000,-1.90000000,"Mass",21.26908400000,4.000000,"Transit",5815.00,1.086100,0.1930
"TOI-4463 A b",13.26022417,0.71737476,-0.50440413,252.35575516,12.39530787,-12.71313628,"Mass",2.88071980000,0.595000,"Transit",5640.00,1.056000,0.2500
"Kepler-1285 b",0.97000000,0.10000000,-0.08000000,0.87100000,,,"M-R relationship",14.79674580000,5.240000,"Transit",6170.00,1.200000,0.1600
"HAT-P-8 b",15.69260000,1.45717000,-1.45717000,406.82240000,85.81410000,-85.81410000,"Mass",3.07634000000,0.685644,"Transit",6200.00,1.270000,0.0100
"Kepler-121 b",2.34000000,1.27000000,-1.27000000,6.08000000,,,"M-R relationship",3.17742200000,2.610000,"Transit",5311.00,0.859000,-0.0800
"TOI-2295 c",12.80000000,,,1783.01736327,73.10053361,-76.27881768,"Msini",966.50000000000,4.670000,"Radial Velocity",5730.00,1.168000,0.3160
"TOI-1244 b",2.46700000,0.24000000,-0.21100000,6.60000000,3.80000000,-3.70000000,"Mass",6.40031648300,2.660000,"Transit",4599.00,0.730000,0.0340
"WASP-147 b",12.49803500,1.56926000,-1.04243700,87.40325000,8.89924000,-8.58141000,"Mass",4.60273000000,0.263000,"Transit",5702.00,1.044000,0.0920
"HD 28109 c",4.13000000,0.16000000,-0.14000000,9.20000000,2.00000000,-2.00000000,"Mass",55.99712000000,0.700000,"Transit",6189.00,1.227000,0.1000
"Kepler-992 b",1.62000000,0.04000000,-0.27000000,3.26000000,,,"M-R relationship",20.16034462000,4.210000,"Transit",4944.00,0.800000,-0.0400
"TOI-4311 c",2.47000000,0.12000000,-0.11000000,13.58000000,,,"Mass",15.07042500000,5.290000,"Transit",5063.00,0.816000,-0.0650
"Kepler-97 b",1.48000000,0.13000000,-0.13000000,3.51000000,1.90000000,-1.90000000,"Mass",2.58664000000,5.440000,"Transit",5779.00,0.940000,-0.2000
"Kepler-133 c",2.84000000,0.48000000,-0.48000000,8.45000000,,,"M-R relationship",31.51758600000,2.030000,"Transit",5736.00,1.020000,0.2820
"TOI-2407 b",4.26000000,0.26000000,-0.26000000,16.80000000,,,"M-R relationship",2.70296900000,1.190000,"Transit",3530.00,0.548000,0.2100
"Kepler-1159 b",2.37000000,1.03000000,-0.37000000,6.21000000,,,"M-R relationship",22.70816791000,2.560000,"Transit",6217.00,1.190000,0.0400
"Kepler-887 b",1.84000000,0.27000000,-0.17000000,4.04000000,,,"M-R relationship",20.42228798000,3.560000,"Transit",6194.00,1.190000,0.0800
"HD 213885 c",4.71000000,,,19.95000000,1.38000000,-1.36000000,"Msini",4.78503000000,1.050000,"Radial Velocity",5978.00,1.068000,-0.0400
"Kepler-205 c",1.64000000,0.12000000,-0.12000000,3.33000000,,,"M-R relationship",20.30654600000,4.150000,"Transit",4321.00,0.592000,-0.1254
"K2-139 b",9.11000000,0.17000000,-0.17000000,123.00021000,26.37989000,-23.83725000,"Mass",28.38061900000,0.910000,"Transit",5370.00,0.960000,0.2400
"Kepler-139 d",1.69500000,0.06100000,-0.06100000,2.00000000,2.00000000,-1.00000000,"Mass",7.30569992200,5.270467,"Transit",5622.00,1.078000,0.3500
"HIP 113103 b",1.82900000,0.09600000,-0.06700000,4.00000000,,,"M-R relationship",7.61030300000,3.590000,"Transit",4930.00,0.761000,-0.1000
"TOI-1467 b",1.92000000,0.17100000,-0.11300000,9.00000000,,,"Mass",5.97114713000,11.000000,"Transit",3834.00,0.489000,-0.0620
"Kepler-319 d",2.29000000,0.35000000,-0.35000000,5.86000000,,,"M-R relationship",31.78192500000,2.680000,"Transit",5526.00,0.933000,0.0600
"Kepler-559 b",3.61000000,0.64000000,-0.36000000,12.70000000,,,"M-R relationship",17.58752333000,1.480000,"Transit",5630.00,0.960000,0.0300
"Kepler-1865 b",1.57686072,,,3.11000000,,,"M-R relationship",2.52400994300,4.360000,"Transit",5420.00,0.849000,-0.0600
"Kepler-451 d",13.50000000,,,559.37799632,57.20911326,-57.20911326,"Msini",43.00000000000,1.250000,"Eclipse Timing Variations",29564.00,0.480000,-0.0920
"YZ Cet d",1.03000000,,,1.09000000,0.12000000,-0.12000000,"Msini",4.65626000000,5.480000,"Radial Velocity",3151.00,0.142000,-0.1800
"CoRoT-30 b",11.30988100,0.85188400,-0.85188400,921.70700000,69.92260000,-69.92260000,"Mass",9.06005000000,3.450000,"Transit",5650.00,0.980000,0.0200
"TIC 117642575 b",2.82716337,0.28514319,-0.25773518,8.38000000,,,"M-R relationship",4.94459060181,2.040000,"Transit",5719.98,1.060000,
"gam Cep b",12.70000000,,,2097.66748620,731.00533610,-889.91953960,"Mass",913.00000000000,5.630000,"Radial Velocity",4775.00,1.270000,0.1800
"GJ 536 b",2.41000000,,,6.37000000,0.38000000,-0.38000000,"Msini",8.70874000000,2.500000,"Radial Velocity",3641.00,0.528000,-0.0800
"K2-343 b",1.65000000,0.16000000,-0.08000000,3.36000000,,,"M-R relationship",2.78717400000,4.110000,"Transit",3804.00,0.490000,-0.1000
"HD 224018 b",0.91000000,0.64000000,-0.57000000,4.10000000,0.80000000,-0.80000000,"Mass",10.64130000000,17.100000,"Radial Velocity",5784.00,1.013000,0.0500
"Kepler-404 b",1.27000000,0.55000000,-0.55000000,2.15000000,,,"M-R relationship",11.82985100000,5.770000,"Transit",5654.00,0.860000,-0.0300
"TOI-1669 c",2.29639770,0.10169388,-0.09022874,13.00000000,,,"Mass",2.68005350000,6.000000,"Transit",5497.00,0.986700,0.2740
"TOI-1846 b",1.79200000,0.06500000,-0.06800000,3.87000000,,,"M-R relationship",3.93067370000,3.700000,"Transit",3568.00,0.418000,0.1690
"Kepler-529 b",1.86000000,0.25000000,-0.17000000,4.12000000,,,"M-R relationship",1.98035766300,3.520000,"Transit",6087.00,1.070000,-0.1000
"Kepler-334 d",1.41000000,0.26000000,-0.26000000,2.57000000,,,"M-R relationship",25.09849000000,5.040000,"Transit",5828.00,1.022000,-0.0120
"Kepler-908 b",1.22000000,0.10000000,-0.08000000,1.98000000,,,"M-R relationship",1.34059746800,5.990000,"Transit",5973.00,1.110000,0.1500
"TOI-2202 b",10.95117414,0.17934369,-0.17934369,287.31687993,27.65107141,-31.78284070,"Mass",11.91260750000,1.200000,"Transit",5169.00,0.841000,0.0590
"Kepler-856 b",9.30000000,1.25000000,-0.60000000,63.30000000,,,"M-R relationship",8.02768059500,0.432000,"Transit",5535.00,0.960000,0.1200
"Kepler-1940 b",1.54732469,,,3.01000000,,,"M-R relationship",4.95061016100,4.460000,"Transit",5431.00,0.802000,-0.4400
"Kepler-65 b",1.42000000,0.03000000,-0.03000000,2.40000000,2.40000000,-1.60000000,"Mass",2.15491000000,4.400000,"Transit",6211.00,1.250000,0.1700
"Kepler-651 b",2.37000000,0.22000000,-0.14000000,6.21000000,,,"M-R relationship",21.38521506000,2.560000,"Transit",5522.00,0.920000,-0.0400
"K2-277 b",2.18575124,0.20176165,-0.12329879,7.40000000,3.30000000,-3.30000000,"Mass",6.32676800000,4.000000,"Transit",5680.00,0.974000,0.0780
"K2-266 c",0.70500000,0.09600000,-0.08500000,0.29013072,0.17007663,-0.17007663,"Msin(i)/sin(i)",7.81400000000,4.550000,"Transit",4285.00,0.686000,-0.1200
"Kepler-1065 c",1.60000000,0.24000000,-0.17000000,3.19000000,,,"M-R relationship",2.37030743000,4.280000,"Transit",5635.00,0.940000,-0.0100
