source_id,random_index,ra,dec,l,b,parallax,pmra,pmdec
3163183975454106496,6862,111.12841559033552,12.771450288830792,205.09806776581064,13.040046845458424,0.6805183478489701,-1.7221786732531177,-5.947712715131389
5862142072798275200,6927,198.31630177328282,-64.01364156428401,305.32050639741664,-1.2431676320912248,0.5376881384986656,-7.474845462359937,-1.7474578131143415
5640617387784007424,6946,128.7005143701398,-30.748745931876808,251.9089208743543,5.753921341383337,0.8112462233542622,-5.20835803059947,2.6045489400361
5900161574302372480,6977,224.68362487599467,-52.369966503821644,321.8125707232748,5.77247791947155,0.5170677228278275,-2.2956168979487908,0.09060714203556447
6000601171220919808,7137,231.16196008584066,-43.76546595261379,330.05013612028824,10.892901712068968,0.6205075671252666,0.4164881230525571,-2.970353809895884
5797547585747383040,7150,211.5737646427037,-72.84592809396024,308.4599543918676,-10.782562813863558,0.7818744065424564,-1.0000473437790935,-0.8301710959958715
5335437284017631616,7216,176.08836312607332,-60.46072245543868,294.7509886700708,1.3410953792831717,0.9399823299984185,-17.088502963933387,1.633840339452836
2167472395748962048,7228,310.5145856768546,47.66130254252416,86.23347021935228,3.3728806186938596,1.6824654260936567,-17.247717109891738,-12.488313173802549
3027225823635552256,7272,114.14471218011977,-16.748844803706483,232.93896364290396,2.0271007216360397,0.8131534202292796,-2.9725772188973614,-4.631615858264306
3115266605884557696,7439,108.63122037118495,2.896488539375289,212.9794936876215,6.455383526533961,1.2446933144298777,-0.7822531970240039,-15.858052551045798
1869296318448459648,7547,311.34981987211444,33.864092722290444,75.76275186807479,-5.6488309112608,1.4393641540061533,-1.1070702307704958,-7.14095817206846
5872761263517468288,7607,225.3826594994433,-65.5307285514621,315.8708605976677,-5.98126378370935,0.7006244355717038,-6.331780082605827,-6.055219553162006
2074111763934155648,7642,302.02949490870446,40.380021648527155,76.75868761653615,4.174099897700859,0.5301259773432756,2.8185826507850256,-3.786645132862335
5643305212677288576,7647,125.9594734533946,-31.782971698865698,251.38191083193786,3.247433885664913,1.0110091173118618,-0.623834596581025,3.910294794595389
1847907175143201408,7648,318.2381588440911,26.9842719091323,74.26647762198778,-14.612724030086271,0.5446261607341257,-1.4934844345032587,-2.345006087924351
1827488350902781440,7690,297.73076567295675,21.73809363562386,58.955214076956004,-2.4811431456716706,0.9053802722632949,-1.196272697835158,-10.560740972935175
5863656963615481856,7792,197.41691070860267,-60.97290583133891,305.14262391331863,1.8205709692579408,0.5757067437782746,-7.745916100930327,-0.7439732369710529
525553368239342336,7801,19.108147413842868,66.17767760325411,125.45610019744483,3.428502658226098,1.681734981821369,2.060503109491763,-6.163375459506462
