surface,species,dE_star,n_sites
Cd9Zr3,N1,-277.36293392339576,7
Cd9Zr3,O1,-445.4737454651513,6
Cd9Zr3,S1,-334.77420685382094,6
Cr12,C1,-158.09861686632212,8
Cr12,C1H1,-175.29878267301683,10
Cr12,C1H2,-192.30841083241103,4
Cr12,C1H3,-209.07639237909098,4
Cr12,H1,-17.710087820254557,8
Cr12,H1N1,-295.93085177631656,8
Cr12,H1O1,-462.2450768692397,8
Cr12,H1S1,-351.2987221625517,8
Cr12,H2O1,-477.42829286223787,4
Cr12,N1,-279.1068991341599,8
Cr12,O1,-446.3611929122344,8
Cr12,S1,-335.6269291736753,8
Cr3Cu9,C1,-156.93667540082242,5
Cr3Cu9,H1,-16.878555957409844,5
Cr3Cu9,N1,-277.87665968023794,5
Cr3Cu9,O1,-445.0038435059396,5
Cr3Cu9,S1,-334.6740089600862,3
Cr3Ga9,C1,-155.98336347937584,6
Cr3Ga9,H1,-15.864309856187901,7
Cr3Ga9,N1,-276.37678003853216,6
Cr3Ga9,O1,-443.6290867052958,7
Cr3Ga9,S1,-333.35285491211835,6
Cr3Hf9,C1,-158.31796660714463,3
Cr3Hf9,H1,-17.5246668655127,3
Cr3Hf9,N1,-279.6766200685597,4
Cr3Hf9,O1,-447.44205887584394,4
Cr3Hf9,S1,-335.9377707980748,4
Cr3Hg9,C1,-156.81314850742638,9
Cr3Hg9,H1,-16.736711176741665,9
Cr3Hg9,N1,-277.5352904206302,9
Cr3Hg9,O1,-444.7039366401041,9
Cr3Hg9,S1,-334.06153091428496,9
Cr3In9,C1,-156.4009154980049,9
Cr3In9,H1,-16.5555447218685,9
Cr3In9,N1,-277.2360302333218,9
Cr3In9,O1,-444.38643829487046,9
Cr3In9,S1,-333.64882796426537,9
Cr3Ir9,C1,-157.06912626756457,5
Cr3Ir9,H1,-16.7738371643718,5
Cr3Ir9,N1,-277.14562041042154,6
Cr3Ir9,O1,-443.9140806443356,5
Cr3Ir9,S1,-334.555415626648,5
Cr3La9,C1,-158.39595701838698,7
Cr3La9,H1,-17.702373528987664,9
Cr3La9,N1,-279.5866988260641,8
Cr3La9,O1,-448.9546777990363,9
Cr3La9,S1,-336.45992813827615,7
Cr3Mo9,C1,-158.3381876586136,9
Cr3Mo9,H1,-17.72152993506097,9
Cr3Mo9,N1,-279.1618325235104,9
Cr3Mo9,O1,-446.1701819229129,9
Cr3Mo9,S1,-335.9332752053524,8
Cr3Nb9,C1,-158.82262512272428,7
Cr3Nb9,H1,-18.303453270327736,6
Cr3Nb9,N1,-279.89972756544375,5
Cr3Nb9,O1,-447.31586553893794,5
Cr3Nb9,S1,-336.4723274135067,5
Cr3Os9,C1,-157.75829102722128,5
Cr3Os9,H1,-16.90808996895794,6
Cr3Os9,N1,-277.8060869561996,5
Cr3Os9,O1,-444.553721093529,5
Cr3Os9,S1,-334.87698425069175,5
Cr3Pb9,C1,-156.40097903658534,5
Cr3Pb9,H1,-16.810919749852474,5
Cr3Pb9,N1,-277.60493863792,5
Cr3Pb9,O1,-445.1769649151902,5
Cr3Pb9,S1,-334.3651865564352,5
Cr3Pd9,C1,-156.76999832758156,6
Cr3Pd9,H1,-16.6846129414771,5
Cr3Pd9,N1,-277.31135869093123,5
Cr3Pd9,O1,-444.6222767737563,5
Cr3Pd9,S1,-334.5146219526432,5
Cr3Pt9,C1,-156.83237008476135,6
Cr3Pt9,H1,-16.660217391610786,8
Cr3Pt9,N1,-276.9288224171178,7
Cr3Pt9,O1,-444.3136700203104,7
Cr3Pt9,S1,-334.404684288289,7
Cr3Re9,C1,-157.76011623079103,9
Cr3Re9,H1,-17.13604000371197,9
Cr3Re9,N1,-278.3169798719282,9
Cr3Re9,O1,-445.22356522640257,9
Cr3Re9,S1,-335.1527860481947,9
Cr3Rh9,C1,-157.11638332553048,5
Cr3Rh9,H1,-16.880554633564316,5
Cr3Rh9,N1,-277.39581411880863,5
Cr3Rh9,O1,-444.28730640710637,4
Cr3Rh9,S1,-334.6837360774298,4
Cr3Ru9,C1,-157.6383957651051,5
Cr3Ru9,H1,-16.96978171365481,5
Cr3Ru9,N1,-277.866909977467,5
Cr3Ru9,O1,-444.7687504829373,5
Cr3Ru9,S1,-334.9678539459601,5
Cr3Sc9,C1,-158.472914077327,3
Cr3Sc9,H1,-17.53302252910362,3
Cr3Sc9,N1,-279.3050527035848,2
Cr3Sc9,O1,-447.31383176010786,3
Cr3Sc9,S1,-335.8384408114398,3
Cr3Sn9,C1,-156.25506384105392,3
Cr3Sn9,H1,-17.486917737191106,6
Cr3Sn9,N1,-277.1302340055299,3
Cr3Sn9,O1,-444.835151973959,3
Cr3Sn9,S1,-333.99207263245626,4
Cr3Ta9,C1,-158.87997433873534,3
Cr3Ta9,H1,-18.21346291091686,3
Cr3Ta9,N1,-280.2320022363492,4
Cr3Ta9,O1,-447.49546978826766,3
Cr3Ta9,S1,-336.56076631586984,3
Cr3Tc9,C1,-157.62232907561338,3
Cr3Tc9,H1,-17.0826606564915,3
Cr3Tc9,N1,-278.25748449407183,3
Cr3Tc9,O1,-445.259398401191,3
Cr3Tc9,S1,-335.15249937626504,3
Cr3Ti9,C1,-158.17852853731893,7
Cr3Ti9,H1,-17.60788431148103,9
Cr3Ti9,N1,-279.4838342167168,7
Cr3Ti9,O1,-447.29696886552847,7
Cr3Ti9,S1,-335.9598301145779,7
Cr3Tl9,C1,-156.82834021486997,5
Cr3Tl9,H1,-16.892251310859137,5
Cr3Tl9,N1,-277.6440389475101,5
Cr3Tl9,O1,-445.00194537587595,5
Cr3Tl9,S1,-334.20651452809034,3
Cr3V9,C1,-158.5886560659128,7
Cr3V9,H1,-18.228984828496323,7
Cr3V9,N1,-279.97406049458004,7
Cr3V9,O1,-447.45660635377135,7
Cr3V9,S1,-336.3893628973492,7
Cr3W9,C1,-158.59577333941706,5
Cr3W9,H1,-17.802198218585545,5
Cr3W9,N1,-279.4216717150739,5
Cr3W9,O1,-446.3514354542094,5
Cr3W9,S1,-336.0746569843286,5
Cr3Y9,C1,-158.6274316076342,5
Cr3Y9,H1,-17.486590656353656,5
Cr3Y9,N1,-279.746478765901,5
Cr3Y9,O1,-447.1964123257603,5
Cr3Y9,S1,-336.0197808749399,3
Cr3Zn9,C1,-156.8386514245649,9
Cr3Zn9,H1,-16.829498322185827,10
Cr3Zn9,N1,-277.5603658469263,9
Cr3Zn9,O1,-444.59221948731283,9
Cr3Zn9,S1,-334.2992808568233,9
Cr3Zr9,C1,-158.42410624260083,9
Cr3Zr9,H1,-17.52243716472003,9
Cr3Zr9,N1,-279.7007077216149,9
Cr3Zr9,O1,-447.1423858918388,9
Cr3Zr9,S1,-336.10451440315956,9
Cr6Cu6,C1,-157.22513158029324,9
Cr6Cu6,H1,-17.09116067647119,9
Cr6Cu6,N1,-278.15204718444147,9
Cr6Cu6,O1,-445.35052524404455,9
Cr6Cu6,S1,-335.0941861969841,9
Cr6Ga6,C1,-156.57182530200953,10
Cr6Ga6,H1,-16.879777068264957,10
Cr6Ga6,N1,-277.24116325270734,10
Cr6Ga6,O1,-444.46873939748184,10
Cr6Ga6,S1,-334.05463854286063,10
Cr6Hf6,C1,-159.10418416877656,10
Cr6Hf6,H1,-17.443963207188062,10
Cr6Hf6,N1,-279.98527825151905,10
Cr6Hf6,O1,-446.4969086008132,10
Cr6Hf6,S1,-336.1434230085506,10
Cr6Hg6,C1,-157.79143694178856,9
Cr6Hg6,H1,-17.182623035692814,9
Cr6Hg6,N1,-277.82009959437346,9
Cr6Hg6,O1,-445.2404811831839,9
Cr6Hg6,S1,-334.3964646816239,9
Cr6In6,C1,-157.74081329141336,9
Cr6In6,H1,-16.889162410618155,9
Cr6In6,N1,-277.73654663204434,9
Cr6In6,O1,-445.2963253375492,9
Cr6In6,S1,-333.86140506375887,9
Cr6Ir6,C1,-157.31244733278072,10
Cr6Ir6,H1,-17.017731845564413,10
Cr6Ir6,N1,-277.8843322020439,10
Cr6Ir6,O1,-444.89437619036835,10
Cr6Ir6,S1,-334.8725941020675,10
Cr6La6,C1,-159.30138166622783,10
Cr6La6,H1,-17.88930417130541,10
Cr6La6,N1,-280.56149535958684,10
Cr6La6,O1,-448.0188607565542,10
Cr6La6,S1,-337.41467831742193,10
Cr6Mo6,C1,-158.2398405471613,9
Cr6Mo6,H1,-17.74641352109029,9
Cr6Mo6,N1,-278.94058642134405,9
Cr6Mo6,O1,-446.17710803644513,9
Cr6Mo6,S1,-335.7260304486372,9
Cr6Nb6,C1,-158.57248610922397,10
Cr6Nb6,H1,-17.33591959120895,10
Cr6Nb6,N1,-279.04344654080705,10
Cr6Nb6,O1,-446.1345969159447,10
Cr6Nb6,S1,-335.9417081492684,10
Cr6Os6,C1,-157.68058701578775,10
Cr6Os6,H1,-17.072092571339454,10
Cr6Os6,N1,-278.14871188511825,10
Cr6Os6,O1,-445.12479715484005,10
Cr6Os6,S1,-335.02240134183376,10
Cr6Pb6,C1,-157.3521559528599,10
Cr6Pb6,H1,-18.178400226464873,12
Cr6Pb6,N1,-278.355072271861,10
Cr6Pb6,O1,-445.47851426017587,10
Cr6Pb6,S1,-334.9101575127024,10
Cr6Pd6,C1,-157.3494930468296,9
Cr6Pd6,H1,-17.058769877796294,9
Cr6Pd6,N1,-278.1869229266813,9
Cr6Pd6,O1,-445.2998722053744,9
Cr6Pd6,S1,-335.05927875347334,9
Cr6Pt6,C1,-157.20834487758475,10
Cr6Pt6,H1,-16.890930742400087,10
Cr6Pt6,N1,-277.84260749053647,10
Cr6Pt6,O1,-444.87772880995544,10
Cr6Pt6,S1,-334.793376729529,10
Cr6Re6,C1,-158.33372893730484,10
Cr6Re6,H1,-17.092874449423107,10
Cr6Re6,N1,-278.4028452576604,10
Cr6Re6,O1,-445.15518111394704,10
Cr6Re6,S1,-335.23950736800543,10
Cr6Rh6,C1,-157.36707146474873,10
Cr6Rh6,H1,-17.059340364459786,10
Cr6Rh6,N1,-278.1051544869115,10
Cr6Rh6,O1,-445.2131945598376,10
Cr6Rh6,S1,-335.0364621441622,10
Cr6Ru6,C1,-157.53425235677787,10
Cr6Ru6,H1,-17.07956468129123,10
Cr6Ru6,N1,-278.2396628063798,10
Cr6Ru6,O1,-445.3167138750796,10
Cr6Ru6,S1,-335.2563671332755,10
Cr6Sc6,C1,-158.50491956280166,8
Cr6Sc6,H1,-17.506574424554856,8
Cr6Sc6,N1,-279.40343709463195,8
Cr6Sc6,O1,-446.77563943168207,8
Cr6Sc6,S1,-336.05417266272343,8
Cr6Sn6,C1,-157.1511069561384,10
Cr6Sn6,H1,-17.0401367466402,10
Cr6Sn6,N1,-277.6157476798726,9
Cr6Sn6,O1,-444.5055298687548,10
Cr6Sn6,S1,-334.1385685189198,10
Cr6Ta6,C1,-158.74183983025068,10
Cr6Ta6,H1,-17.36531632131664,10
Cr6Ta6,N1,-279.08892900837236,10
Cr6Ta6,O1,-446.25635602178954,10
Cr6Ta6,S1,-335.99574737254443,10
Cr6Tc6,C1,-158.2048856197871,10
Cr6Tc6,H1,-17.035486321139615,10
Cr6Tc6,N1,-278.4626526140273,10
Cr6Tc6,O1,-445.32212662750317,10
Cr6Tc6,S1,-335.2616281822375,10
Cr6Ti6,C1,-158.72992682244876,8
Cr6Ti6,H1,-17.400091381441598,9
Cr6Ti6,N1,-279.7102201411326,8
Cr6Ti6,O1,-446.37616366324437,8
Cr6Ti6,S1,-336.0848860156402,8
Cr6Tl6,C1,-159.00378899251882,10
Cr6Tl6,H1,-19.194772353112057,10
Cr6Tl6,N1,-279.65426945419676,10
Cr6Tl6,O1,-446.8686437239703,10
Cr6Tl6,S1,-336.5130212217373,10
Cr6V6,C1,-158.2399099361901,8
Cr6V6,H1,-17.64482947946817,9
Cr6V6,N1,-279.08009401625895,8
Cr6V6,O1,-446.4501010749118,8
Cr6V6,S1,-335.7033051335129,8
Cr6W6,C1,-158.36737390866256,10
Cr6W6,H1,-17.191259928931686,13
Cr6W6,N1,-278.7347993784606,10
Cr6W6,O1,-445.8142868184186,10
Cr6W6,S1,-335.56391182641164,10
Cr6Y6,C1,-158.78036897289348,9
Cr6Y6,H1,-17.13481385875275,10
Cr6Y6,N1,-279.35552560289216,10
Cr6Y6,O1,-447.0447590657168,10
Cr6Y6,S1,-335.89877688499837,8
Cr6Zn6,C1,-157.0432859292705,10
Cr6Zn6,H1,-17.089273158824653,10
Cr6Zn6,N1,-277.85094124895113,10
Cr6Zn6,O1,-444.9738139751207,10
Cr6Zn6,S1,-334.58397138892906,10
Cr6Zr6,C1,-158.9992059151882,10
Cr6Zr6,H1,-17.418526141609618,10
Cr6Zr6,N1,-279.8526107821672,10
Cr6Zr6,O1,-446.39059141108373,10
Cr6Zr6,S1,-336.11592971474965,10
Cr9Cu3,C1,-157.78230003936915,4
Cr9Cu3,H1,-17.422018858786032,5
Cr9Cu3,N1,-278.7847049204138,5
Cr9Cu3,O1,-446.0386001877705,6
Cr9Cu3,S1,-335.3451303953334,3
Cr9Ga3,C1,-157.41676217283384,5
Cr9Ga3,H1,-17.37915426240943,5
Cr9Ga3,N1,-278.33182885199494,5
Cr9Ga3,O1,-445.5571740714586,5
Cr9Ga3,S1,-335.0580580508031,5
Cr9Hf3,C1,-158.82414202131986,3
Cr9Hf3,H1,-17.939905916511634,5
Cr9Hf3,N1,-279.7250559236709,5
Cr9Hf3,O1,-446.98189600699334,5
Cr9Hf3,S1,-336.5953889922421,3
Cr9Hg3,C1,-157.55199309060117,9
Cr9Hg3,H1,-17.2106892651791,9
Cr9Hg3,N1,-278.4031807740175,9
Cr9Hg3,O1,-445.59614975290606,9
Cr9Hg3,S1,-335.094858590277,9
Cr9In3,C1,-157.58020775819386,5
Cr9In3,H1,-17.222627579569235,5
Cr9In3,N1,-278.28930548636345,5
Cr9In3,O1,-445.39616703426145,5
Cr9In3,S1,-335.10116659722917,5
Cr9Ir3,C1,-157.5620905548676,5
Cr9Ir3,H1,-17.286445621808525,5
Cr9Ir3,N1,-278.54729158268674,5
Cr9Ir3,O1,-445.7829056981427,5
Cr9Ir3,S1,-335.22080267090496,5
Cr9La3,C1,-158.3466879507032,7
Cr9La3,H1,-18.132067947379255,9
Cr9La3,N1,-280.04066960846103,9
Cr9La3,O1,-446.07042349303447,9
Cr9La3,S1,-336.24952577257864,7
Cr9Mo3,C1,-158.38625371101443,9
Cr9Mo3,H1,-17.75912885654543,10
Cr9Mo3,N1,-279.2933108553916,9
Cr9Mo3,O1,-446.4496782100068,9
Cr9Mo3,S1,-335.9541276969758,9
Cr9Nb3,C1,-158.66032785776406,5
Cr9Nb3,H1,-18.127552898513386,5
Cr9Nb3,N1,-279.73542101190105,5
Cr9Nb3,O1,-446.93154419834536,5
Cr9Nb3,S1,-336.4948154453632,5
Cr9Os3,C1,-157.72359270319066,5
Cr9Os3,H1,-17.27757688757265,6
Cr9Os3,N1,-278.549202774233,5
Cr9Os3,O1,-445.75840021428667,6
Cr9Os3,S1,-335.20966450725973,5
Cr9Pb3,C1,-157.1526943322133,8
Cr9Pb3,H1,-17.03694104171882,9
Cr9Pb3,N1,-277.97804276580064,9
Cr9Pb3,O1,-445.19676160512245,9
Cr9Pb3,S1,-334.99728237733143,7
Cr9Pd3,C1,-157.7884291314731,3
Cr9Pd3,H1,-17.365335913509625,7
Cr9Pd3,N1,-278.85215255308503,3
Cr9Pd3,O1,-446.12373467573343,5
Cr9Pd3,S1,-335.49472198488,3
Cr9Pt3,C1,-157.64728681266934,9
Cr9Pt3,H1,-17.336224222646706,9
Cr9Pt3,N1,-278.6267563067013,9
Cr9Pt3,O1,-445.87624768370006,9
Cr9Pt3,S1,-335.30415032333985,9
Cr9Re3,C1,-158.0873370674235,9
Cr9Re3,H1,-17.400439959266805,9
Cr9Re3,N1,-278.85798857858754,9
Cr9Re3,O1,-445.9076820022274,9
Cr9Re3,S1,-335.5134806965798,9
Cr9Rh3,C1,-157.68227793118422,9
Cr9Rh3,H1,-17.319737389392685,10
Cr9Rh3,N1,-278.7067821294622,9
Cr9Rh3,O1,-445.95361182494526,9
Cr9Rh3,S1,-335.3690274326473,9
Cr9Ru3,C1,-157.65650534924134,9
Cr9Ru3,H1,-17.294443863869674,10
Cr9Ru3,N1,-278.6508944368834,9
Cr9Ru3,O1,-445.8806009608961,9
Cr9Ru3,S1,-335.3290966316199,9
Cr9Sc3,C1,-158.76734043440956,8
Cr9Sc3,H1,-17.64727183722789,9
Cr9Sc3,N1,-279.33931455700804,8
Cr9Sc3,O1,-447.2930640319428,9
Cr9Sc3,S1,-336.4659219897985,7
Cr9Sn3,C1,-157.2572370675989,9
Cr9Sn3,H1,-17.14296257976457,9
Cr9Sn3,N1,-278.0009188319891,9
Cr9Sn3,O1,-445.2217343084376,9
Cr9Sn3,S1,-335.02524357087896,9
Cr9Ta3,C1,-158.89968993874572,5
Cr9Ta3,H1,-18.15955852004845,5
Cr9Ta3,N1,-279.8151632920344,5
Cr9Ta3,O1,-447.06432391466296,5
Cr9Ta3,S1,-336.42055122497186,5
Cr9Tc3,C1,-157.86126448209689,5
Cr9Tc3,H1,-17.400884865390253,5
Cr9Tc3,N1,-278.821402328751,5
Cr9Tc3,O1,-445.8124673292332,5
Cr9Tc3,S1,-335.47111352429783,5
Cr9Ti3,C1,-158.6684507279606,5
Cr9Ti3,H1,-18.051951782836113,5
Cr9Ti3,N1,-279.6460150169587,5
Cr9Ti3,O1,-447.0265926097891,5
Cr9Ti3,S1,-336.4731192647778,5
Cr9Tl3,C1,-157.3548589956772,5
Cr9Tl3,H1,-17.133943638698838,5
Cr9Tl3,N1,-278.1116872598941,5
Cr9Tl3,O1,-445.3435036185547,5
Cr9Tl3,S1,-334.9879451991292,5
Cr9V3,C1,-158.47380946791236,3
Cr9V3,H1,-18.009604746977857,4
Cr9V3,N1,-279.6424099167634,3
Cr9V3,O1,-446.94269324654306,3
Cr9V3,S1,-336.112499175586,3
Cr9W3,C1,-158.33577917902585,5
Cr9W3,H1,-17.825861374047236,5
Cr9W3,N1,-279.40131950474097,5
Cr9W3,O1,-446.5267370395195,5
Cr9W3,S1,-336.03011970418083,5
Cr9Y3,C1,-158.8308414640269,3
Cr9Y3,H1,-18.619867377972696,5
Cr9Y3,N1,-279.04994992549473,3
Cr9Y3,O1,-447.1984331791864,4
Cr9Y3,S1,-336.5151506485781,3
Cr9Zn3,C1,-157.72812054141104,7
Cr9Zn3,H1,-17.42378855113202,9
Cr9Zn3,N1,-278.683371359577,7
Cr9Zn3,O1,-445.85634827079775,7
Cr9Zn3,S1,-335.2311214997753,7
Cr9Zr3,C1,-159.14296678546089,7
Cr9Zr3,H1,-17.91830960171137,9
Cr9Zr3,N1,-279.56159578021834,9
Cr9Zr3,O1,-446.8477383062018,9
Cr9Zr3,S1,-336.61175038101646,7
Cu12,C1,-154.96631773492845,8
Cu12,C1H1,-172.8815139461658,8
Cu12,C1H2,-189.8699762748438,4
Cu12,C1H3,-207.29771047663235,4
Cu12,H1,-16.51257767464267,12
Cu12,H1N1,-293.03420336525596,8
Cu12,H1O1,-459.9734000666649,12
Cu12,H1S1,-349.3420784898917,12
Cu12,H2O1,-476.7696477104473,4
Cu12,N1,-275.27578690274095,8
Cu12,O1,-442.8888952947018,8
Cu12,S1,-333.56874513367075,8
Cu3Ga9,C1,-155.14557898475323,6
Cu3Ga9,C1H1,-173.0170131681516,9
Cu3Ga9,C1H2,-190.07356422972225,9
Cu3Ga9,C1H3,-207.52424307039473,9
Cu3Ga9,H1,-15.952285620805924,7
Cu3Ga9,H1N1,-293.261395562964,9
Cu3Ga9,H1S1,-349.32448415330146,9
Cu3Ga9,H2O1,-476.76950702759495,9
Cu3Ga9,N1,-275.8589178792172,7
Cu3Ga9,O1,-443.4486831215763,7
Cu3Ga9,S1,-333.251563528931,6
Cu3Hf9,C1,-157.84514922028757,4
Cu3Hf9,H1,-17.498293320153607,4
Cu3Hf9,N1,-279.7213916387118,4
Cu3Hf9,O1,-447.37959269515704,3
Cu3Hf9,S1,-335.8036747310689,4
Cu3Hg9,C1,-154.698986024865,3
Cu3Hg9,H1,-16.24408771202434,5
Cu3Hg9,N1,-274.8300309650185,3
Cu3Hg9,O1,-442.64462849782285,5
Cu3Hg9,S1,-332.99555896558377,3
Cu3In9,C1,-155.3186148141831,3
Cu3In9,H1,-16.168991639628075,5
Cu3In9,N1,-275.63698360115086,3
Cu3In9,O1,-443.3180759621464,5
Cu3In9,S1,-333.30937030436326,3
Cu3Ir9,C1,-157.8060776186976,3
Cu3Ir9,C1H1,-175.2310324497521,9
Cu3Ir9,C1H2,-191.23961189303373,8
Cu3Ir9,C1H3,-207.94897576504445,9
Cu3Ir9,H1,-16.72705208786647,3
Cu3Ir9,H1N1,-294.16129017731873,9
Cu3Ir9,H1O1,-459.8849214356742,18
Cu3Ir9,H1S1,-350.21697972026595,9
Cu3Ir9,H2O1,-476.8298953470003,9
Cu3Ir9,N1,-277.35042539446295,3
Cu3Ir9,O1,-443.37558395657834,3
Cu3Ir9,S1,-334.80445924588275,4
Cu3La9,C1,-158.03960503475173,7
Cu3La9,H1,-17.436982398769032,7
Cu3La9,N1,-279.075113924835,7
Cu3La9,O1,-447.130086754496,7
Cu3La9,S1,-335.9810011154477,7
Cu3Mo9,C1,-157.8222994130847,5
Cu3Mo9,H1,-17.414046059369866,5
Cu3Mo9,N1,-278.5319450424722,6
Cu3Mo9,O1,-445.6870873405933,5
Cu3Mo9,S1,-335.4293156141648,5
Cu3Nb9,C1,-157.96828984808963,3
Cu3Nb9,H1,-17.485264781673322,6
Cu3Nb9,N1,-279.1398162009973,4
Cu3Nb9,O1,-446.36384901541896,3
Cu3Nb9,S1,-335.53627376804434,3
Cu3Os9,C1,-157.8898680003549,9
Cu3Os9,C1H1,-175.47568224684073,9
Cu3Os9,C1H2,-191.74454864500876,7
Cu3Os9,C1H3,-207.9010509397267,9
Cu3Os9,H1,-16.707766835890652,9
Cu3Os9,H1N1,-294.9854638098477,9
Cu3Os9,H1O1,-460.19165713436814,18
Cu3Os9,H1S1,-351.8166644593948,9
Cu3Os9,H2O1,-476.8722408862377,9
Cu3Os9,N1,-277.9981912989242,9
Cu3Os9,O1,-444.4439192139762,9
Cu3Os9,S1,-335.34958353830007,9
Cu3Pb9,C1,-154.80865620131226,3
Cu3Pb9,H1,-16.22812782721303,5
Cu3Pb9,N1,-275.16395709480275,5
Cu3Pb9,O1,-443.10510620238347,5
Cu3Pb9,S1,-333.2820925247215,3
Cu3Pd9,C1,-156.41889188240748,9
Cu3Pd9,C1H1,-173.61833318600839,9
Cu3Pd9,C1H2,-190.28968765281752,9
Cu3Pd9,C1H3,-207.6066766924414,9
Cu3Pd9,H1,-16.68486002083955,9
Cu3Pd9,H1N1,-292.83287776480574,9
Cu3Pd9,H1O1,-459.6489917986546,54
Cu3Pd9,H1S1,-349.84198004738573,9
Cu3Pd9,H2O1,-476.8386116974798,9
Cu3Pd9,N1,-275.55363567659515,9
Cu3Pd9,O1,-442.3902254604691,9
Cu3Pd9,S1,-333.6522080263021,9
Cu3Pt9,C1,-156.9897684842872,7
Cu3Pt9,C1H1,-174.35476833720895,9
Cu3Pt9,C1H2,-190.80232998842257,9
Cu3Pt9,C1H3,-207.93646519526374,9
Cu3Pt9,H1,-16.692226414575998,9
Cu3Pt9,H1N1,-293.1446398142725,9
Cu3Pt9,H1O1,-459.5941111994034,36
Cu3Pt9,H1S1,-350.01949106102256,9
Cu3Pt9,H2O1,-476.8112365010966,9
Cu3Pt9,N1,-276.0355784010462,9
Cu3Pt9,O1,-442.47028801859415,9
Cu3Pt9,S1,-334.0581538454935,9
Cu3Re9,C1,-157.70616775748204,7
Cu3Re9,H1,-17.03973646718805,7
Cu3Re9,H1O1,-460.9557149694956,54
Cu3Re9,N1,-278.14764832818037,7
Cu3Re9,O1,-445.1595520785413,7
Cu3Re9,S1,-335.26329936936963,7
Cu3Rh9,C1,-157.4667361514148,7
Cu3Rh9,C1H1,-174.72888785787654,9
Cu3Rh9,C1H2,-191.00848424893775,9
Cu3Rh9,C1H3,-207.75460498615575,9
Cu3Rh9,H1,-16.870846564197564,7
Cu3Rh9,H1N1,-294.0399747530828,9
Cu3Rh9,H1O1,-459.929246603082,54
Cu3Rh9,H1S1,-351.2416404344476,9
Cu3Rh9,H2O1,-476.875266383955,9
Cu3Rh9,N1,-277.09669937634317,7
Cu3Rh9,O1,-443.40991547115846,7
Cu3Rh9,S1,-334.6935067329832,7
Cu3Ru9,C1,-157.68125587160466,7
Cu3Ru9,C1H1,-175.07793521761778,9
Cu3Ru9,C1H2,-191.5131712004004,9
Cu3Ru9,C1H3,-208.09549723021337,9
Cu3Ru9,H1,-16.92340303916717,7
Cu3Ru9,H1N1,-294.8377884459478,9
Cu3Ru9,H1O1,-460.47252215407207,54
Cu3Ru9,H1S1,-351.6151414403648,9
Cu3Ru9,H2O1,-476.88609923586773,9
Cu3Ru9,N1,-277.7871928678651,7
Cu3Ru9,O1,-444.3865294530042,7
Cu3Ru9,S1,-335.22718129139685,7
Cu3Sc9,C1,-158.14586426423557,5
Cu3Sc9,H1,-17.658599528160266,5
Cu3Sc9,N1,-279.6104838885294,5
Cu3Sc9,O1,-447.66312987275523,5
Cu3Sc9,S1,-336.05120267623715,5
Cu3Sn9,C1,-155.11593027723575,3
Cu3Sn9,C1H1,-172.77992636704585,8
Cu3Sn9,C1H2,-190.1442104245143,9
Cu3Sn9,C1H3,-207.7256722101447,9
Cu3Sn9,H1,-16.19665119498677,3
Cu3Sn9,H1N1,-293.0222417851328,9
Cu3Sn9,H1S1,-349.66221443456016,9
Cu3Sn9,H2O1,-476.82630507701833,9
Cu3Sn9,N1,-275.53835158651054,3
Cu3Sn9,O1,-443.34934211432846,2
Cu3Sn9,S1,-333.29769988605403,3
Cu3Ta9,C1,-158.34882023474347,3
Cu3Ta9,H1,-17.49229184944852,3
Cu3Ta9,N1,-279.5944333898151,3
Cu3Ta9,O1,-446.6723813457211,3
Cu3Ta9,S1,-335.6713845475533,3
Cu3Tc9,C1,-157.5767398033786,3
Cu3Tc9,H1,-17.073520624770026,3
Cu3Tc9,H1O1,-461.1669038802429,18
Cu3Tc9,N1,-278.0153599134137,3
Cu3Tc9,O1,-445.075206176487,3
Cu3Tc9,S1,-335.23249336170556,3
Cu3Ti9,C1,-157.68135247202008,7
Cu3Ti9,H1,-17.53754955097611,11
Cu3Ti9,N1,-279.51043729009325,7
Cu3Ti9,O1,-447.26127133949194,9
Cu3Ti9,S1,-335.7191350839603,7
Cu3Tl9,C1,-154.76652114214085,7
Cu3Tl9,H1,-16.177359548339155,7
Cu3Tl9,N1,-275.1921806061,7
Cu3Tl9,O1,-443.1700102509567,7
Cu3Tl9,S1,-333.4075378206835,7
Cu3V9,C1,-157.9321434702797,7
Cu3V9,H1,-17.49862325819413,7
Cu3V9,N1,-279.31305734032503,7
Cu3V9,O1,-446.6873530491357,7
Cu3V9,S1,-335.5521038545485,7
Cu3W9,C1,-158.10595945009118,5
Cu3W9,H1,-17.39769473880733,5
Cu3W9,N1,-278.8262471795897,6
Cu3W9,O1,-445.7927318649163,5
Cu3W9,S1,-335.5291144529474,5
Cu3Y9,C1,-158.17093941841813,5
Cu3Y9,H1,-17.715752277981665,5
Cu3Y9,N1,-279.3420641312914,5
Cu3Y9,O1,-447.451939737497,5
Cu3Y9,S1,-336.03494809213953,5
Cu3Zn9,C1,-154.23613616792136,7
Cu3Zn9,H1,-16.050034626037814,8
Cu3Zn9,H1O1,-460.0365081639029,18
Cu3Zn9,N1,-275.0869144560711,7
Cu3Zn9,O1,-443.2577015205461,7
Cu3Zn9,S1,-333.2010632821766,7
Cu3Zr9,C1,-157.73302212798444,9
Cu3Zr9,H1,-17.47168085885278,9
Cu3Zr9,N1,-279.45753713535305,9
