surface,species,dE_star,n_sites
In3Mo9,S1,-335.19350557118014,5
In3Nb9,C1,-158.0504463221987,3
In3Nb9,H1,-17.47304537369564,3
In3Nb9,N1,-279.1220045815171,3
In3Nb9,O1,-446.2508461247271,3
In3Nb9,S1,-335.39058293037306,3
In3Os9,C1,-158.28843137110016,9
In3Os9,H1,-16.946560471060366,9
In3Os9,N1,-278.09495838137445,9
In3Os9,O1,-444.39886954347094,9
In3Os9,S1,-335.05297210709614,9
In3Pb9,C1,-154.3020322074808,3
In3Pb9,H1,-15.72598391561769,5
In3Pb9,N1,-275.0073338115508,4
In3Pb9,O1,-443.13308072950895,6
In3Pb9,S1,-333.0112429269575,3
In3Pd9,C1,-155.86266915498345,5
In3Pd9,H1,-16.721875938430458,5
In3Pd9,N1,-275.0294148971625,5
In3Pd9,O1,-442.2032754980646,5
In3Pd9,S1,-333.3449116370575,5
In3Pt9,C1,-156.66081564306296,7
In3Pt9,H1,-16.814586211712594,7
In3Pt9,N1,-275.5648007795098,7
In3Pt9,O1,-442.3875737111084,7
In3Pt9,S1,-333.79845778580057,7
In3Re9,C1,-158.008230037045,3
In3Re9,H1,-17.033516080889967,3
In3Re9,N1,-278.1480865675185,3
In3Re9,O1,-445.01277128888614,3
In3Re9,S1,-335.39068701391443,3
In3Rh9,C1,-157.70376676102023,4
In3Rh9,H1,-16.872283189208247,3
In3Rh9,N1,-277.0619583304433,3
In3Rh9,O1,-443.18808037857525,3
In3Rh9,S1,-334.38141909931073,3
In3Ru9,C1,-158.05240513366516,3
In3Ru9,H1,-16.932181839772966,3
In3Ru9,N1,-277.92202296194955,3
In3Ru9,O1,-444.3133829402068,3
In3Ru9,S1,-334.9753630633968,3
In3Sc9,C1,-157.49276275162993,7
In3Sc9,H1,-17.623860795236396,6
In3Sc9,N1,-279.70348273854324,6
In3Sc9,O1,-447.6784202214694,7
In3Sc9,S1,-335.94238734540704,6
In3Sn9,C1,-154.76914078206391,3
In3Sn9,H1,-15.873961597990274,4
In3Sn9,N1,-275.588084200117,3
In3Sn9,O1,-443.2998942678496,3
In3Sn9,S1,-332.85355499830985,3
In3Ta9,C1,-158.2623220482783,3
In3Ta9,H1,-17.52102584629756,4
In3Ta9,N1,-279.3699918548373,3
In3Ta9,O1,-446.4036157318005,3
In3Ta9,S1,-335.4503120540139,4
In3Tc9,C1,-157.81563765814644,7
In3Tc9,H1,-17.030487725976855,7
In3Tc9,N1,-277.97837678553697,7
In3Tc9,O1,-444.86545375468995,7
In3Tc9,S1,-335.16781040562273,7
In3Ti9,C1,-157.9592609748688,7
In3Ti9,H1,-17.56675416871076,7
In3Ti9,N1,-279.6770789885486,7
In3Ti9,O1,-447.26358240232,7
In3Ti9,S1,-335.62446409441327,7
In3Tl9,C1,-154.17551219791494,3
In3Tl9,H1,-15.761441029080743,3
In3Tl9,N1,-274.6803476731038,3
In3Tl9,O1,-442.9218518180278,3
In3Tl9,S1,-332.8711037558205,4
In3V9,C1,-157.87932562996866,5
In3V9,H1,-17.431360798982496,5
In3V9,N1,-279.079142434166,5
In3V9,O1,-446.25123851288663,5
In3V9,S1,-335.19391306165926,5
In3W9,C1,-157.77159548912823,5
In3W9,H1,-17.42441332450835,5
In3W9,N1,-278.43491101634936,5
In3W9,O1,-445.50620837398674,5
In3W9,S1,-335.41020791647315,5
In3Y9,C1,-157.193528959353,5
In3Y9,H1,-17.580550340331683,5
In3Y9,N1,-279.4177731401069,5
In3Y9,O1,-447.51491422683466,5
In3Y9,S1,-336.0216973727074,5
In3Zn9,C1,-155.74237823935255,7
In3Zn9,H1,-15.978478618628287,8
In3Zn9,N1,-276.2071552921334,7
In3Zn9,O1,-443.6515529680546,7
In3Zn9,S1,-333.54335405532765,7
In3Zr9,C1,-157.96537360408183,3
In3Zr9,H1,-17.550573463522596,4
In3Zr9,N1,-279.6672517333209,3
In3Zr9,O1,-447.2219487128932,3
In3Zr9,S1,-335.7557621508713,3
In6Ir6,C1,-156.4765812407204,8
In6Ir6,H1,-16.88304284250262,8
In6Ir6,N1,-275.83728714201425,8
In6Ir6,O1,-442.7514293698987,8
In6Ir6,S1,-333.72586706552465,8
In6La6,C1,-156.4795761256246,10
In6La6,H1,-16.799492193138576,10
In6La6,N1,-278.0485778020884,10
In6La6,O1,-446.03234837232594,10
In6La6,S1,-334.91424003661814,8
In6Mo6,C1,-156.9103886597877,10
In6Mo6,H1,-17.159766153530654,10
In6Mo6,N1,-277.43780441342096,10
In6Mo6,O1,-444.8980285023172,10
In6Mo6,S1,-334.43274208225193,10
In6Nb6,C1,-156.8816440504961,10
In6Nb6,H1,-17.04571317553564,10
In6Nb6,N1,-277.78217454444894,10
In6Nb6,O1,-445.1207064675036,10
In6Nb6,S1,-334.57945484344236,8
In6Os6,C1,-157.81415041995933,10
In6Os6,H1,-17.59493917589498,9
In6Os6,N1,-277.2016949091558,10
In6Os6,O1,-444.0974441463477,10
In6Os6,S1,-334.20835415369584,10
In6Pb6,C1,-154.29517317000864,8
In6Pb6,H1,-15.689129361540836,10
In6Pb6,N1,-275.0883177471296,8
In6Pb6,O1,-443.2193244895316,8
In6Pb6,S1,-332.91794475172355,7
In6Pd6,C1,-154.59674646100757,8
In6Pd6,H1,-16.149273454535432,9
In6Pd6,N1,-274.63852663329817,8
In6Pd6,O1,-442.65064194154183,8
In6Pd6,S1,-332.9008207639163,8
In6Pt6,C1,-155.2689582563944,10
In6Pt6,H1,-16.401949113238516,11
In6Pt6,N1,-274.9156869591461,10
In6Pt6,O1,-442.6980483900006,10
In6Pt6,S1,-333.01414257202487,10
In6Re6,C1,-157.17426289140712,9
In6Re6,H1,-17.130614461937512,10
In6Re6,N1,-277.60339833753824,10
In6Re6,O1,-445.41284774863016,10
In6Re6,S1,-334.6544671047741,8
In6Rh6,C1,-155.85543664126453,8
In6Rh6,H1,-16.602525584279647,10
In6Rh6,N1,-275.26904569055114,8
In6Rh6,O1,-442.6000923061292,8
In6Rh6,S1,-333.3900572276834,8
In6Ru6,C1,-157.51650958209575,7
In6Ru6,H1,-16.82356011794036,8
In6Ru6,N1,-276.9880381980038,8
In6Ru6,O1,-443.3644059282633,8
In6Ru6,S1,-334.09529207824744,8
In6Sc6,C1,-156.21484568781307,8
In6Sc6,H1,-17.017204897114425,8
In6Sc6,N1,-278.2060074947003,8
In6Sc6,O1,-446.2319431926953,8
In6Sc6,S1,-334.99936595299005,8
In6Sn6,C1,-154.9113851619113,8
In6Sn6,H1,-15.88345646615926,10
In6Sn6,N1,-275.4883733901588,8
In6Sn6,O1,-443.38536073469004,10
In6Sn6,S1,-332.92603714516736,8
In6Ta6,C1,-157.18556486758098,8
In6Ta6,H1,-17.13017268511976,8
In6Ta6,N1,-278.09182567080643,8
In6Ta6,O1,-445.3800958548927,8
In6Ta6,S1,-334.73992091832406,8
In6Tc6,C1,-157.9256732834765,8
In6Tc6,H1,-17.834852287393005,10
In6Tc6,N1,-277.8178634989017,8
In6Tc6,O1,-445.39313541398224,8
In6Tc6,S1,-334.69980235874755,8
In6Ti6,C1,-156.98323516708115,8
In6Ti6,H1,-17.05717447436473,12
In6Ti6,N1,-278.3647415650048,8
In6Ti6,O1,-445.88126083695533,9
In6Ti6,S1,-334.80065495837334,8
In6Tl6,C1,-154.78488896230556,8
In6Tl6,H1,-15.837491812879307,10
In6Tl6,N1,-275.23682156160794,8
In6Tl6,O1,-443.26833396061556,9
In6Tl6,S1,-333.0530875046097,8
In6V6,C1,-156.9606513511535,8
In6V6,H1,-16.991757491210592,10
In6V6,N1,-277.8990562818544,8
In6V6,O1,-445.1608125098428,8
In6V6,S1,-334.35651796193633,8
In6W6,C1,-157.5686544848868,8
In6W6,H1,-17.588052790979418,8
In6W6,N1,-278.0701376536381,8
In6W6,O1,-445.304021669308,8
In6W6,S1,-334.96301480951297,8
In6Y6,C1,-156.57601395033635,8
In6Y6,H1,-16.982935152391292,10
In6Y6,N1,-277.9963222850274,9
In6Y6,O1,-446.2195270464108,10
In6Y6,S1,-335.08057996082425,8
In6Zn6,C1,-155.3935817685633,8
In6Zn6,H1,-15.937630385786179,11
In6Zn6,N1,-275.8618807907478,8
In6Zn6,O1,-443.448132499223,9
In6Zn6,S1,-333.2807538606867,8
In6Zr6,C1,-156.8648093196971,8
In6Zr6,H1,-17.056206565437606,9
In6Zr6,N1,-278.31255638936636,8
In6Zr6,O1,-445.92097136182565,8
In6Zr6,S1,-334.9316840303036,8
In9Ir3,C1,-155.85691149827107,9
In9Ir3,H1,-16.865621570326766,9
In9Ir3,N1,-275.74488911935987,9
In9Ir3,O1,-443.4439672526969,9
In9Ir3,S1,-333.45125182040647,9
In9La3,C1,-155.06660692283913,5
In9La3,H1,-16.33041528310423,5
In9La3,N1,-276.46069395986706,5
In9La3,O1,-444.6158823706537,5
In9La3,S1,-334.00466388399946,5
In9Mo3,C1,-156.26119511006982,9
In9Mo3,H1,-16.65500355440963,9
In9Mo3,N1,-277.3038039944295,9
In9Mo3,O1,-444.42521819041576,9
In9Mo3,S1,-333.4142084193227,9
In9Nb3,C1,-156.04789037816226,9
In9Nb3,H1,-16.636369470848877,9
In9Nb3,N1,-276.79171037637934,9
In9Nb3,O1,-444.7033510511246,9
In9Nb3,S1,-333.5103304559161,9
In9Os3,C1,-156.59737583906826,6
In9Os3,H1,-17.0072517892404,5
In9Os3,N1,-276.61586157014244,5
In9Os3,O1,-443.5557420936311,5
In9Os3,S1,-333.6513273298697,5
In9Pb3,C1,-154.68805779704417,9
In9Pb3,H1,-15.699538532204315,9
In9Pb3,N1,-275.03558616690134,9
In9Pb3,O1,-443.21668185598537,9
In9Pb3,S1,-332.91639710426534,9
In9Pd3,C1,-154.97513286272442,7
In9Pd3,H1,-15.92814014355099,9
In9Pd3,N1,-275.4593925860572,8
In9Pd3,O1,-443.2911252633421,9
In9Pd3,S1,-332.9235591404977,7
In9Pt3,C1,-155.33269697744618,9
In9Pt3,H1,-16.502851373636076,9
In9Pt3,N1,-275.2888261897133,9
In9Pt3,O1,-443.33636500535795,9
In9Pt3,S1,-333.1730646729811,8
In9Re3,C1,-156.66803210207217,7
In9Re3,H1,-17.94272406348682,6
In9Re3,N1,-277.59749115426894,6
In9Re3,O1,-444.1015503441704,5
In9Re3,S1,-333.6960855664511,5
In9Rh3,C1,-155.28264503825267,7
In9Rh3,H1,-16.602255783411238,9
In9Rh3,N1,-275.51949096818134,7
In9Rh3,O1,-443.3009068034444,8
In9Rh3,S1,-333.14031482010614,7
In9Ru3,C1,-156.15641890100233,5
In9Ru3,H1,-16.76866428030189,5
In9Ru3,N1,-275.8882355602509,5
In9Ru3,O1,-443.32607229940913,5
In9Ru3,S1,-333.511533335135,5
In9Sc3,C1,-155.26628827540844,9
In9Sc3,H1,-16.208407465212076,9
In9Sc3,N1,-276.62706953098314,9
In9Sc3,O1,-444.5897289653949,9
In9Sc3,S1,-333.9276215173704,9
In9Sn3,C1,-154.84824563553047,5
In9Sn3,H1,-15.934423252085253,11
In9Sn3,N1,-275.26219019056225,7
In9Sn3,O1,-443.32635162426595,8
In9Sn3,S1,-332.9179440714397,5
In9Ta3,C1,-156.4047430512619,9
In9Ta3,H1,-16.869485042607266,9
In9Ta3,N1,-277.1239747069558,9
In9Ta3,O1,-445.10246490815916,9
In9Ta3,S1,-334.28873141147415,9
In9Tc3,C1,-156.5462902754516,9
In9Tc3,H1,-17.090603115211707,10
In9Tc3,N1,-277.18176202624454,9
In9Tc3,O1,-443.4423883121417,9
In9Tc3,S1,-333.5702965907076,9
In9Ti3,C1,-155.98050954943756,9
In9Ti3,H1,-16.3562044639948,12
In9Ti3,N1,-276.91918278438607,9
In9Ti3,O1,-444.5897595782044,9
In9Ti3,S1,-333.7584509289627,9
In9Tl3,C1,-154.71655736782486,7
In9Tl3,H1,-15.78144398130462,10
In9Tl3,N1,-275.4261478941662,8
In9Tl3,O1,-443.3470842497518,9
In9Tl3,S1,-333.0842929753999,7
In9V3,C1,-156.26340943642936,3
In9V3,H1,-16.523814887706976,5
In9V3,N1,-276.9358319335406,3
In9V3,O1,-444.76479694097,4
In9V3,S1,-333.57453285894735,3
In9W3,C1,-157.17148624180118,9
In9W3,H1,-16.940889482608327,9
In9W3,N1,-277.58075139120047,9
In9W3,O1,-444.89564233606507,9
In9W3,S1,-334.7736003120808,9
In9Y3,C1,-155.08045425186356,9
In9Y3,H1,-16.27723988521393,9
In9Y3,N1,-276.43328583769835,9
In9Y3,O1,-444.5405635730858,9
In9Y3,S1,-333.9672841502106,9
In9Zn3,C1,-155.24353261959186,7
In9Zn3,H1,-15.943283550783235,8
In9Zn3,N1,-275.71695472901774,7
In9Zn3,O1,-443.4020727421448,7
In9Zn3,S1,-333.22974326443364,7
In9Zr3,C1,-155.74089181750605,9
In9Zr3,H1,-16.34360314423975,9
In9Zr3,N1,-276.8020804987136,9
In9Zr3,O1,-444.3883372412929,9
In9Zr3,S1,-333.76989494856025,9
Ir12,C1,-157.1866292408631,4
Ir12,C1H1,-174.59447124076542,17
Ir12,C1H2,-191.35810563282212,11
Ir12,C1H3,-207.74280626616746,11
Ir12,H1,-16.782987400372804,4
Ir12,H1N1,-293.5841235280095,4
Ir12,H1O1,-459.59908448796705,9
Ir12,H1S1,-351.1271058149614,4
Ir12,N1,-276.6429441081018,4
Ir12,O1,-442.953243550739,4
Ir12,S1,-334.4244929512315,4
Ir3La9,C1,-158.06628756537611,8
Ir3La9,H1,-18.08175205776206,9
Ir3La9,N1,-280.16531516185205,9
Ir3La9,O1,-448.0225542937442,9
Ir3La9,S1,-336.8807155904469,7
Ir3Mo9,C1,-157.58153499343825,5
Ir3Mo9,H1,-17.261126653629617,5
Ir3Mo9,N1,-278.4158861773176,6
Ir3Mo9,O1,-445.5758371351367,5
Ir3Mo9,S1,-335.1443746012701,5
Ir3Nb9,C1,-158.00134814200646,4
Ir3Nb9,H1,-17.577315859191003,5
Ir3Nb9,N1,-279.2340753462486,5
Ir3Nb9,O1,-446.55431618524017,5
Ir3Nb9,S1,-335.66523504691577,5
Ir3Os9,C1,-157.49195715860697,9
Ir3Os9,C1H1,-174.93588662367983,9
Ir3Os9,C1H2,-191.12635443984618,8
Ir3Os9,C1H3,-207.8208999446033,7
Ir3Os9,H1,-16.723347530067258,9
Ir3Os9,H1N1,-294.4949893641642,9
Ir3Os9,H1S1,-350.6761115497902,9
Ir3Os9,H2O1,-476.9266617491703,9
Ir3Os9,N1,-277.48945270844706,9
Ir3Os9,O1,-444.0807741804747,9
Ir3Os9,S1,-334.7639093858852,9
Ir3Pb9,C1,-156.26342834834213,5
Ir3Pb9,H1,-17.15689303956242,5
Ir3Pb9,N1,-276.0139265750113,5
Ir3Pb9,O1,-443.07658445432753,5
Ir3Pb9,S1,-333.7093349253082,4
Ir3Pd9,C1,-157.23336887435653,5
Ir3Pd9,C1H1,-174.4287169055424,9
Ir3Pd9,C1H2,-191.02839005650821,9
Ir3Pd9,C1H3,-208.16559974155098,9
Ir3Pd9,H1,-16.88616194737915,5
Ir3Pd9,H1N1,-293.51544947825823,9
Ir3Pd9,H1O1,-460.0636358727497,18
Ir3Pd9,H1S1,-350.2713702425135,9
Ir3Pd9,H2O1,-476.9164129896053,9
Ir3Pd9,N1,-276.66474001840834,5
Ir3Pd9,O1,-442.9920518821709,5
Ir3Pd9,S1,-334.2748601364292,5
Ir3Pt9,C1,-157.17615095327346,9
Ir3Pt9,C1H1,-174.6265639387275,9
Ir3Pt9,C1H2,-191.04495716335077,9
Ir3Pt9,C1H3,-208.12130940472707,9
Ir3Pt9,H1,-16.872180602294975,9
Ir3Pt9,H1N1,-293.57086913504463,9
Ir3Pt9,H1O1,-459.88744216222403,18
Ir3Pt9,H1S1,-350.1412919363429,9
Ir3Pt9,H2O1,-476.9867936012961,9
Ir3Pt9,N1,-276.44498455584835,9
Ir3Pt9,O1,-442.69566970688174,9
Ir3Pt9,S1,-334.3275994719006,9
Ir3Re9,C1,-157.77507079101997,5
Ir3Re9,H1,-17.086554469464318,5
Ir3Re9,H1O1,-460.9566792048754,18
Ir3Re9,N1,-278.1358828060838,5
Ir3Re9,O1,-445.0304196400648,5
Ir3Re9,S1,-335.24434364725676,5
Ir3Rh9,C1,-157.280018438174,4
Ir3Rh9,C1H1,-174.5559999223151,9
Ir3Rh9,C1H2,-190.9403829988114,9
Ir3Rh9,C1H3,-208.02301018530488,7
Ir3Rh9,H1,-16.697896858793683,3
Ir3Rh9,H1N1,-293.75721527683345,9
Ir3Rh9,H1O1,-459.9106580985972,18
Ir3Rh9,H1S1,-350.2941009999158,9
Ir3Rh9,H2O1,-476.9171330028257,9
Ir3Rh9,N1,-276.8360699661898,3
Ir3Rh9,O1,-443.14281832322376,3
Ir3Rh9,S1,-334.47899517619953,3
Ir3Ru9,C1,-157.2957119235325,7
Ir3Ru9,C1H1,-174.56441218558393,8
Ir3Ru9,C1H2,-190.8661262615533,9
Ir3Ru9,C1H3,-207.97070922523199,9
Ir3Ru9,H1,-16.854531979002786,7
Ir3Ru9,H1N1,-294.24973275321827,9
Ir3Ru9,H1O1,-460.28398672039475,18
Ir3Ru9,H1S1,-350.51289372371684,9
Ir3Ru9,H2O1,-476.9567103279769,9
Ir3Ru9,N1,-277.251237451248,7
Ir3Ru9,O1,-443.94768629524697,7
Ir3Ru9,S1,-334.585631283353,7
Ir3Sc9,C1,-157.87637333087332,3
Ir3Sc9,H1,-17.61530730488812,3
Ir3Sc9,N1,-279.481126139799,3
Ir3Sc9,O1,-447.69443738623886,3
Ir3Sc9,S1,-336.03309812620864,3
Ir3Sn9,C1,-156.01783499651356,5
Ir3Sn9,C1H1,-172.9196380473404,6
Ir3Sn9,C1H2,-190.69219857901408,9
Ir3Sn9,C1H3,-207.9672471208578,9
Ir3Sn9,H1,-16.940281308179692,5
Ir3Sn9,H1N1,-292.98087653600305,7
Ir3Sn9,H1S1,-349.940531244225,9
Ir3Sn9,H2O1,-477.1706728950812,9
Ir3Sn9,N1,-276.1846725664873,5
Ir3Sn9,O1,-444.39383271632323,6
Ir3Sn9,S1,-333.46469465220434,3
Ir3Ta9,C1,-158.35247635628184,3
Ir3Ta9,H1,-17.574051037350728,4
Ir3Ta9,N1,-279.68051959592776,3
Ir3Ta9,O1,-446.8603985386035,3
Ir3Ta9,S1,-335.8516576526963,3
Ir3Tc9,C1,-157.63347281759343,7
Ir3Tc9,H1,-17.10970781965443,7
Ir3Tc9,N1,-278.0103468962079,7
Ir3Tc9,O1,-444.9571797922181,7
Ir3Tc9,S1,-335.124243211314,7
Ir3Ti9,C1,-157.78533383655667,7
Ir3Ti9,H1,-17.782717180703912,7
Ir3Ti9,N1,-279.5786775903871,7
Ir3Ti9,O1,-447.30643856316965,7
Ir3Ti9,S1,-335.9063734870324,8
Ir3Tl9,C1,-156.5188436491735,7
Ir3Tl9,H1,-17.29932014385122,7
Ir3Tl9,N1,-276.2352249230353,6
Ir3Tl9,O1,-443.33891852162196,7
Ir3Tl9,S1,-333.64118387836425,7
Ir3V9,C1,-157.81433314440073,3
Ir3V9,H1,-17.492292393675598,3
Ir3V9,N1,-279.1687665283498,3
Ir3V9,O1,-446.57105567619874,3
Ir3V9,S1,-335.4967523622872,4
Ir3W9,C1,-157.9705871691731,5
Ir3W9,H1,-17.3155311897317,5
Ir3W9,N1,-278.7120376000821,5
Ir3W9,O1,-445.73846828377646,5
Ir3W9,S1,-335.3008902634974,5
Ir3Y9,C1,-158.19086536241957,5
Ir3Y9,H1,-17.994561341576627,5
Ir3Y9,N1,-280.01021748483254,5
Ir3Y9,O1,-448.14009114521104,5
Ir3Y9,S1,-336.66901279271406,5
Ir3Zn9,C1,-155.42320857091545,7
Ir3Zn9,H1,-16.85275602803449,9
Ir3Zn9,N1,-275.4109349618375,8
Ir3Zn9,O1,-442.9997393702288,9
Ir3Zn9,S1,-333.3108459777068,7
Ir3Zr9,C1,-157.9720209369916,4
Ir3Zr9,H1,-17.548106207352248,3
Ir3Zr9,N1,-279.65422605204003,3
Ir3Zr9,O1,-447.2905348698732,3
Ir3Zr9,S1,-336.0189729689555,3
Ir6La6,C1,-157.561344418722,8
Ir6La6,H1,-17.307063279189606,12
Ir6La6,N1,-277.38531719141974,9
Ir6La6,O1,-445.15858825132455,10
Ir6La6,S1,-334.79674713153145,8
Ir6Mo6,C1,-157.3126065193792,8
Ir6Mo6,H1,-17.06402058642925,8
Ir6Mo6,N1,-277.8344560483856,8
Ir6Mo6,O1,-444.92215574793227,8
Ir6Mo6,S1,-334.97304424532194,6
Ir6Nb6,C1,-157.52757930910957,10
Ir6Nb6,H1,-17.194369781933347,12
Ir6Nb6,N1,-278.37868263723794,10
Ir6Nb6,O1,-445.43048099748194,10
Ir6Nb6,S1,-335.17647287756336,9
Ir6Os6,C1,-157.36698724551388,5
Ir6Os6,C1H1,-174.79440307412005,10
Ir6Os6,C1H2,-191.04500151790126,10
Ir6Os6,C1H3,-207.867691823958,10
Ir6Os6,H1,-16.66257430562473,8
Ir6Os6,H1N1,-294.1176934586547,10
Ir6Os6,H1S1,-350.3682517488305,10
Ir6Os6,H2O1,-476.96684112618095,10
Ir6Os6,N1,-277.2209393440462,7
Ir6Os6,O1,-443.61318205959833,7
Ir6Os6,S1,-334.6659818739681,8
Ir6Pb6,C1,-157.613772319899,10
Ir6Pb6,H1,-17.02259329534354,10
Ir6Pb6,N1,-276.9331433127554,11
Ir6Pb6,O1,-443.19713074879473,10
Ir6Pb6,S1,-334.1482961804759,8
Ir6Pd6,C1,-157.53794847904283,8
Ir6Pd6,C1H1,-174.84138516105304,10
Ir6Pd6,C1H2,-190.8791528952388,10
Ir6Pd6,C1H3,-208.04916467901785,10
Ir6Pd6,H1,-16.820447679856443,8
Ir6Pd6,H1N1,-293.91972125311077,10
Ir6Pd6,H1O1,-459.94173880519156,20
Ir6Pd6,H1S1,-350.47149554881616,9
Ir6Pd6,H2O1,-476.89590839552693,10
Ir6Pd6,N1,-276.98580972172203,8
Ir6Pd6,O1,-443.24526795896963,8
Ir6Pd6,S1,-334.63286602797234,8
Ir6Pt6,C1,-157.39754984736646,10
Ir6Pt6,C1H1,-174.7998298404127,10
Ir6Pt6,C1H2,-191.13073247940338,10
Ir6Pt6,C1H3,-208.0785437217237,10
Ir6Pt6,H1,-16.845887602630683,11
Ir6Pt6,H1N1,-293.83469996450367,10
Ir6Pt6,H1O1,-459.8542508046412,20
Ir6Pt6,H1S1,-350.34420504891386,10
Ir6Pt6,H2O1,-476.95258957206534,10
Ir6Pt6,N1,-276.6981702919438,10
Ir6Pt6,O1,-442.9790276975182,10
Ir6Pt6,S1,-334.5751980306086,10
Ir6Re6,C1,-157.44946631058338,8
Ir6Re6,H1,-16.846817415615078,8
Ir6Re6,H1O1,-460.62014091829406,18
Ir6Re6,N1,-277.6973833280972,8
Ir6Re6,O1,-444.46024522795415,8
Ir6Re6,S1,-334.84823215825963,8
Ir6Rh6,C1,-157.37873997827046,8
Ir6Rh6,C1H1,-174.69179493207048,10
Ir6Rh6,C1H2,-190.88463217949175,10
Ir6Rh6,C1H3,-208.00449787268371,10
Ir6Rh6,H1,-16.70498270315511,9
Ir6Rh6,H1N1,-293.7958728572048,10
Ir6Rh6,H1O1,-459.8798149473805,20
Ir6Rh6,H1S1,-350.323208473008,10
Ir6Rh6,H2O1,-476.9203443542938,10
Ir6Rh6,N1,-276.8994749396188,8
Ir6Rh6,O1,-443.1403114744826,8
Ir6Rh6,S1,-334.5544957458187,8
Ir6Ru6,C1,-157.2006024225302,8
Ir6Ru6,C1H1,-174.5226250239466,10
Ir6Ru6,C1H2,-190.94978738913414,10
Ir6Ru6,C1H3,-207.83237240010567,9
Ir6Ru6,H1,-16.750500001289765,8
Ir6Ru6,H1N1,-293.9698157781204,10
Ir6Ru6,H1O1,-460.13968434358685,20
Ir6Ru6,H1S1,-350.3125661007798,10
Ir6Ru6,H2O1,-476.98066641399055,10
Ir6Ru6,N1,-277.01384697108733,8
Ir6Ru6,O1,-443.52835900593345,8
Ir6Ru6,S1,-334.5284850642638,8
Ir6Sc6,C1,-157.41040627384427,8
Ir6Sc6,H1,-17.234089830792072,9
Ir6Sc6,N1,-277.40286091482994,8
Ir6Sc6,O1,-445.32906158473634,8
Ir6Sc6,S1,-334.66425041361435,8
Ir6Sn6,C1,-156.3102062138314,8
Ir6Sn6,C1H1,-173.36117962198114,10
Ir6Sn6,C1H2,-190.1849944384776,8
Ir6Sn6,C1H3,-207.64609959299196,5
Ir6Sn6,H1,-16.635207544761215,8
Ir6Sn6,H1N1,-292.9968085291439,10
Ir6Sn6,H1S1,-349.3812261472849,10
Ir6Sn6,H2O1,-476.82096144151365,10
Ir6Sn6,N1,-275.70817987406554,7
Ir6Sn6,O1,-442.743551946387,8
Ir6Sn6,S1,-333.1910552073132,8
Ir6Ta6,C1,-157.72245798848235,8
Ir6Ta6,H1,-17.110566202754853,9
Ir6Ta6,N1,-278.70130992016493,8
Ir6Ta6,O1,-445.6804084424766,8
Ir6Ta6,S1,-335.38020668547324,8
Ir6Tc6,C1,-157.32935811940115,10
Ir6Tc6,H1,-16.91577677672467,10
Ir6Tc6,N1,-277.49296474571383,10
Ir6Tc6,O1,-444.30995920388887,10
Ir6Tc6,S1,-334.72475370112807,10
Ir6Ti6,C1,-156.79624085011892,8
Ir6Ti6,H1,-16.98136151806102,10
Ir6Ti6,N1,-278.2143241099511,8
Ir6Ti6,O1,-445.79593056308295,9
Ir6Ti6,S1,-335.0300940000525,8
Ir6Tl6,C1,-157.52737835304288,8
Ir6Tl6,H1,-17.068000251318153,10
Ir6Tl6,N1,-277.0799102246092,8
Ir6Tl6,O1,-443.4069875262503,10
Ir6Tl6,S1,-334.13104511550773,8
Ir6V6,C1,-157.49226736838318,8
Ir6V6,H1,-17.14373728786086,9
Ir6V6,N1,-278.37101120390435,8
Ir6V6,O1,-445.4300510576213,8
Ir6V6,S1,-335.059482838853,8
Ir6W6,C1,-157.3809234197106,8
Ir6W6,H1,-17.018242331123474,9
Ir6W6,N1,-277.96002597249026,8
Ir6W6,O1,-445.04368845506906,8
Ir6W6,S1,-335.08354409686945,8
Ir6Y6,C1,-157.75976248279767,8
Ir6Y6,H1,-17.22147544957261,9
Ir6Y6,N1,-277.6250078498597,8
Ir6Y6,O1,-445.22151879427474,8
Ir6Y6,S1,-334.7317245773884,8
Ir6Zn6,C1,-157.4867288993628,8
Ir6Zn6,H1,-16.91810471061035,9
Ir6Zn6,N1,-276.6032261001019,8
Ir6Zn6,O1,-443.01023697790515,8
Ir6Zn6,S1,-334.1142354191834,8
Ir6Zr6,C1,-157.00933714281928,8
Ir6Zr6,H1,-16.96214402242913,9
Ir6Zr6,N1,-278.1908306174628,8
Ir6Zr6,O1,-445.9493713389347,8
Ir6Zr6,S1,-335.1597922992514,8
Ir9La3,C1,-158.7145091244638,9
Ir9La3,H1,-17.047019321958942,9
Ir9La3,N1,-277.8365932304732,9
Ir9La3,O1,-444.11590462127424,9
Ir9La3,S1,-335.6748797137516,9
Ir9Mo3,C1,-156.9789129108649,9
Ir9Mo3,H1,-16.788198380385438,9
Ir9Mo3,N1,-277.06802701327615,9
Ir9Mo3,O1,-444.2860061111278,9
Ir9Mo3,S1,-334.69169908074764,9
Ir9Nb3,C1,-157.46170544682172,9
Ir9Nb3,H1,-16.92967050115476,9
Ir9Nb3,N1,-276.9786773458982,9
Ir9Nb3,O1,-444.1680714292306,9
Ir9Nb3,S1,-334.7842463578454,9
Ir9Os3,C1,-157.27911488417521,9
Ir9Os3,C1H1,-174.6967740710934,9
Ir9Os3,C1H2,-191.0023219589384,7
Ir9Os3,C1H3,-208.0161642092935,8
Ir9Os3,H1,-16.763258602841233,9
Ir9Os3,H1N1,-293.84384652696826,9
Ir9Os3,H1S1,-350.25327317562187,9
